SZA(¦È_0)  VZA(¦È)  RAA(¦¤¦Õ)  ¦Ó_a(865)  angstrom(443/865)  f_v  RH  CHL  CDOM  MIN 
  2.05964579E+01   3.78177245E+00   7.83847820E+01   2.03553900E-03   1.86816239E+00   6.26409370E+01   6.77472820E+01   4.47170300E+00   8.95580000E-02   8.86898000E-01 
  4.28545202E-01   3.07831076E+00   1.42099159E+02   1.30614912E-02   1.01200837E+00   1.99535128E+01   2.84641537E+01   3.93928600E+00   4.17450000E-02   8.15068000E-01 
  6.98901512E+01   1.21835177E+01   1.63902086E+02   7.36884816E-03   2.15589726E+00   9.75122547E+01   3.73872835E+01   3.09457000E+00   1.40794000E-01   1.10140900E+00 
  1.98653541E+01   6.49535166E+00   5.08945033E+01   1.57540833E-03   1.39785391E+00   3.01464032E+01   8.20276481E+01   5.78729000E-01   9.26690000E-02   3.64449000E-01 
  6.66852791E+01   4.14913027E+01   1.58568899E+02   2.26948629E-02   1.64083857E+00   4.62931930E+01   3.33051478E+01   2.09550000E+00   3.75035000E-01   5.97974000E-01 
  4.47855100E+01   4.63662185E+01   9.35470771E+01   2.24203468E-01   1.80459446E+00   5.80974726E+01   2.19447771E+01   5.85727000E-01   4.34610000E-02   6.52913000E-01 
  1.37178142E+01   5.55701742E+01   1.75710428E+02   4.95627205E-01   1.99764378E+00   7.63349203E+01   6.67835167E+01   6.02666900E+00   8.48100000E-02   4.47600400E+00 
  3.03442521E+01   3.82601166E+01   8.48389782E+01   4.62964810E-02   1.28235256E+00   2.86890337E+01   5.08118139E+01   1.82546200E+01   8.34056000E-01   1.91804800E+00 
  2.31302871E+01   2.45648264E+00   1.73864859E+02   5.68370805E-02   8.08479298E-01   1.28632830E+01   7.65691116E+01   2.19842300E+00   6.83170000E-02   1.41199200E+00 
  4.62869037E+01   4.59034497E+01   1.76595161E+02   3.48302707E-02   8.13763327E-01   1.31820071E+01   8.71153564E+01   2.99917700E+00   9.56420000E-02   3.19067000E-01 
  2.92647732E+01   4.11802436E+01   1.58780671E+02   4.94731625E-03   2.12497407E+00   9.49332863E+01   6.99037610E+01   2.26898800E+00   7.36960000E-02   4.29033100E+00 
  6.95334745E+01   3.63415194E+01   1.57487297E+02   2.69154403E-01   2.07897043E+00   8.75093751E+01   5.12607927E+01   5.83352400E+00   1.26485000E-01   5.66072800E+00 
  2.81694379E+01   4.08453739E+01   4.64863972E+01   1.28830494E-01   1.20423629E+00   2.60374312E+01   4.26230712E+01   2.11378000E+00   8.06000000E-02   1.47553300E+00 
  3.70259142E+01   4.88781560E+01   7.77385159E+01   4.76610125E-03   2.10592118E+00   9.10340730E+01   4.64345047E+01   5.45367400E+00   2.20989000E-01   6.58274000E-01 
  1.06141209E+01   7.37128773E+00   6.93379027E+01   2.76434163E-03   1.95451349E+00   7.21079030E+01   2.85077193E+01   1.06412400E+00   7.87900000E-02   5.54833000E-01 
  4.05029599E+01   5.72976674E+01   4.25711209E+01   1.71263999E-02   1.89874314E+00   6.71144539E+01   3.63474138E+01   9.55992000E-01   8.17890000E-02   2.66407000E-01 
  5.96839631E+01   1.38649282E+01   2.59506083E+01   1.54455163E-03   7.99187466E-01   1.51940261E+01   4.59821152E+01   6.52210000E+00   2.54536000E-01   4.12665000E-01 
  2.17055532E+01   5.59065128E+01   8.95332507E+01   1.80809852E-03   2.15283326E+00   9.77355754E+01   4.61093276E+01   2.80624500E+00   1.42912000E-01   2.36005500E+00 
  4.10340878E+01   4.89517526E+01   1.01700306E+02   1.22599341E-02   7.95726352E-01   1.50884486E+01   3.88833416E+01   1.83027200E+01   4.64146000E-01   9.78115800E+01 
  3.01557032E+01   5.33499637E+01   2.02615189E+01   9.42015116E-03   6.81138241E-01   1.25922898E+01   5.41732340E+01   3.12366600E+00   1.10551000E-01   6.79711000E-01 
  5.23752671E+01   4.27919080E+01   1.65771327E+02   6.74848911E-02   1.87488044E+00   6.46488578E+01   2.97153850E+01   2.42332800E+00   2.24902000E-01   1.48325300E+00 
  1.95548606E+01   2.31993363E+01   8.17240119E+01   5.79458621E-03   1.14658255E+00   2.27949675E+01   6.31394404E+01   6.76553200E+00   1.14494000E-01   4.03890000E-01 
  3.05257849E+01   1.18127762E+01   8.93114109E+01   6.12477746E-02   1.76595063E+00   5.28662883E+01   7.70251014E+01   1.41936000E+00   1.02906000E-01   1.35533200E+00 
  5.97569524E+01   5.44998434E+01   6.73953097E+01   1.90243478E-01   1.77997334E+00   7.69346438E+01   8.90072950E+01   2.39645200E+00   1.95328000E-01   7.84179600E+00 
  7.04797506E+00   4.52583162E+01   1.74761721E+02   9.69948285E-03   1.80268709E+00   5.49433754E+01   7.42922528E+01   4.30163900E+00   3.60409000E-01   1.56431400E+00 
  4.64284406E+01   2.24751409E+01   1.27162138E+02   1.18655223E-02   1.13988874E+00   2.38368135E+01   2.24961788E+01   1.87040600E+00   5.89419000E-01   1.24282700E+00 
  1.58805050E+00   4.34780402E+01   9.09871933E+01   1.61863154E-03   1.91721938E+00   9.92398395E+01   8.59186588E+01   3.56890200E+00   1.18204000E-01   1.65228000E+00 
  6.32559120E+01   6.62642800E+01   1.78531201E+01   1.62831978E-03  -9.18168536E-02   2.61996430E+00   8.85923623E+01   4.53118900E+00   1.17436000E-01   3.05491400E+00 
  5.73187127E+01   4.16605092E+01   2.43714974E+01   5.97439677E-03   2.00791178E+00   7.76026761E+01   6.44235398E+01   2.54097200E+00   1.23243000E+00   7.62044000E-01 
  6.50963984E+01   1.04519326E+01   5.06763378E+01   1.50760549E-03   1.02092846E+00   2.02978231E+01   4.23529632E+01   3.52802400E+00   1.63452000E-01   2.14554100E+00 
  3.00557396E+01   2.85791609E+01   1.54786662E+02   1.06129479E-01   2.09939336E+00   9.05737516E+01   6.22617407E+01   1.35996000E+00   5.24200000E-02   1.66977300E+00 
  3.74089245E+01   1.30142854E+01   1.33942187E+02   1.23372217E-02   1.36941391E+00   3.23131024E+01   4.48232095E+01   1.11774400E+01   1.84233000E-01   2.91609600E+01 
  5.01999192E+01   6.27054669E+01   1.42962404E+01   1.96503278E-03   2.90844733E-01   6.47020394E+00   2.62097011E+01   2.65199500E+01   4.30186000E-01   2.28099200E+01 
  6.63733648E+01   3.37455648E+01   1.29478191E+02   7.54587859E-02   1.01198159E+00   1.70209497E+01   7.94045669E+01   3.35602900E+00   9.60960000E-02   1.82000600E+00 
  3.06414375E+01   5.39649164E+01   1.41048610E+02   3.78156997E-02   1.70411396E+00   8.73417413E+01   9.54502982E+01   5.00506400E+00   1.69529000E-01   1.78781300E+00 
  3.78884774E+01   2.87820357E+01   1.01012506E+02   1.31496951E-02   2.08460702E+00   8.83008893E+01   5.23660845E+01   5.57894800E+00   1.56115000E+00   2.94094000E-01 
  3.78694242E+01   3.08756402E+01   1.17543162E+02   1.17773616E-02   1.64682036E+00   7.10844932E+01   9.53532832E+01   8.22607800E+00   8.16280000E-02   1.24751600E+01 
  4.88474000E+01   1.68927663E+01   8.05440518E+01   9.81817913E-02   1.31504970E+00   2.81744011E+01   8.81073233E+01   2.71237400E+00   1.74613000E-01   6.64840000E-01 
  8.83839736E+00   2.74201505E+01   1.33528099E+02   1.01728640E-01   1.97889146E+00   9.34589066E+01   8.10469798E+01   2.72602800E+00   2.31039000E-01   1.82879000E-01 
  1.30393018E+01   1.41907427E+01   5.53079563E+01   6.72167437E-03   2.05761893E+00   8.31223878E+01   2.75865909E+01   2.41052000E+01   4.00344000E-01   5.22979000E+00 
  4.08097864E+01   9.10022478E+00   1.16356259E+02   1.69113178E-02   1.30057909E+00   2.85490249E+01   9.77686186E+01   6.17335000E-01   6.57010000E-02   9.02400000E-02 
  5.69570163E+01   3.91868066E+01   1.10622114E+00   1.67040724E-03   3.70876200E-01   7.42102548E+00   5.65884799E+01   6.23672000E-01   3.54580000E-02   1.41025100E+00 
  2.74166119E+01   6.98583826E+01   2.95608826E+00   1.76722049E-02   1.58564234E+00   6.66252645E+01   9.79724063E+01   6.91020000E-01   1.48960000E-02   2.47943000E-01 
  5.41727407E+01   8.20643166E+00   9.63211927E+01   7.47897009E-02   1.78915592E+00   5.69919491E+01   2.90722262E+01   9.84338000E-01   5.46380000E-02   4.20773000E-01 
  6.43673572E+01   1.03535721E+01   1.23324138E+02   1.02949950E-02   1.99999084E+00   7.74324809E+01   4.70269366E+01   1.54265800E+00   1.06223000E-01   1.20049800E+00 
  1.75387846E+01   4.06005188E+01   2.96197172E+01   1.23741708E-03  -3.61036324E-01   4.34242824E-01   6.77023626E+01   4.81936000E+00   1.29256000E-01   3.16404900E+00 
  5.23864132E+01   6.59831121E+01   5.61129102E+01   2.05208769E-01   2.01307734E+00   7.81018802E+01   6.56348953E+01   7.00503000E-01   2.44080000E-01   3.01381000E-01 
  2.51458084E+01   2.06918197E+01   8.35031061E+01   1.39012349E-02   1.19422916E+00   2.44243153E+01   6.25816624E+01   1.55237000E+00   2.36319000E-01   8.38476000E-01 
  6.26114248E+01   2.13326083E+01   1.43722380E+02   4.79154610E-01   2.05718357E+00   8.75879543E+01   7.38925870E+01   8.03309300E+00   1.68249400E+00   1.67465900E+00 
  1.99575652E+01   4.70619932E+01   1.05533299E+02   4.82763850E-01   1.30884031E+00   2.94796189E+01   2.51553845E+01   2.00774400E+01   1.51870000E+00   9.73363000E-01 
  3.51552027E+01   3.07897649E+01   1.71931196E+01   2.81687416E-03   1.77975474E+00   5.63648591E+01   3.47926004E+01   1.62552300E+01   7.52391000E-01   2.56556000E-01 
  5.19811080E+01   6.37015396E+01   1.59387975E+02   2.66701085E-02   1.87580240E+00   6.49409463E+01   3.52342197E+01   2.49575800E+00   3.75520000E-02   3.54058000E-01 
  3.34126490E+01   4.99822857E+01   1.67588034E+02   2.46360579E-03   1.17834572E+00   2.36459948E+01   6.47862556E+01   4.91653300E+00   4.27712000E-01   7.72482000E-01 
  3.34638057E+01   2.56764353E+01   1.36180500E+02   2.80686802E-01   2.15928118E+00   9.84539049E+01   4.32271539E+01   2.65489400E+01   1.01084300E+00   3.88282600E+00 
  6.47339359E+01   6.17341778E+01   1.06018600E+02   2.48824271E-01   2.01299770E+00   7.80640904E+01   6.61589293E+01   6.10626800E+00   4.31853000E-01   1.05759900E+00 
  4.07186288E+01   5.07992701E+01   1.01127410E+02   1.35197543E-03   5.31044724E-01   9.93721238E+00   4.33377755E+01   1.04685900E+00   1.31676000E-01   7.77132000E-01 
  1.53899110E+01   6.13412509E+01   4.77795923E+01   1.51789922E-01   2.02478633E+00   7.97400047E+01   4.22892753E+01   4.23748000E-01   4.75940000E-02   8.90681200E+00 
  4.60196147E+00   3.52362751E+01   3.47161446E-01   3.60331616E-03   8.56726442E-01   1.40565150E+01   9.03704093E+01   1.59738000E+01   2.93574900E+00   1.47520000E+01 
  5.81063795E+01   4.79632481E+01   1.60425632E+02   3.17837651E-01   1.80783336E+00   5.90922194E+01   4.31388875E+01   5.28727800E+00   1.30393000E-01   1.03851700E+01 
  4.06671429E+01   1.79587772E+00   8.62559780E+01   3.04125825E-01   1.77967602E+00   7.36730034E+01   8.76712586E+01   1.64998900E+00   3.97310000E-02   1.49455800E+00 
  1.50517168E+00   2.26616471E+01   2.86843623E+01   1.07241434E-03   1.91006555E+00   6.68123609E+01   7.12592528E+01   3.49188100E+01   7.76319000E-01   1.15749400E+01 
  2.85618585E+01   6.75380342E+01   1.38204092E+02   3.46925411E-02   1.10276410E+00   1.91259943E+01   7.89187371E+01   3.35788200E+00   2.22758000E-01   2.42872700E+00 
  3.09295504E+00   5.31947436E+01   7.84882548E+01   1.11150909E-02   1.44264487E+00   3.34677575E+01   6.74760550E+01   5.70345700E+00   2.00808000E-01   6.70195000E+00 
  2.32380470E+01   6.42025635E+01   1.45827526E+02   3.00797350E-01   2.05495077E+00   9.71818287E+01   7.75983467E+01   1.38257800E+00   5.67700000E-02   1.88223000E-01 
  4.47665934E+01   2.08294486E+01   1.05399959E+02   2.06858366E-03   6.94683465E-01   1.04984742E+01   9.06299091E+01   1.31455400E+01   6.09616000E-01   5.71238200E+00 
  4.50398210E+01   1.71827181E+01   1.36852168E+00   4.19456464E-01   1.79468300E+00   5.63239249E+01   6.22788132E+01   1.39963400E+00   7.27910000E-02   8.77960000E-01 
  3.89151147E+01   1.41665156E+01   2.58930696E+01   4.96749975E-02   1.57250215E+00   4.25947976E+01   3.93704942E+01   1.76298200E+00   1.25123000E-01   1.62360300E+00 
  1.17461870E+01   6.61923987E+01   5.68182314E+01   4.19676779E-02   7.85451094E-01   1.48505728E+01   3.54605737E+01   9.61344500E+00   1.58094000E-01   1.67672700E+00 
  6.53920347E+01   4.01686873E+01   1.70492311E+02   2.61974346E-01  -1.33270398E-01   2.11276484E+00   7.13071985E+01   4.25001000E-01   8.66010000E-02   6.09580000E-02 
  3.11460496E+01   7.15412690E-02   7.34511997E+01   8.82895738E-03   1.01930209E+00   1.94403329E+01   6.03202314E+01   2.63140300E+00   2.67825000E-01   2.94290600E+00 
  2.52007266E+01   5.70119799E+01   1.62390293E+02   1.75859840E-02   1.40053686E+00   3.35545254E+01   2.53503636E+01   3.87957100E+00   1.90697000E-01   4.18479700E+00 
  3.23205812E+01   3.80891753E+01   3.59266403E+01   3.12243661E-03   1.67105820E+00   8.18178685E+01   9.64258017E+01   5.11888600E+00   1.17649000E-01   1.44440900E+01 
  5.75768977E+01   2.75277199E+01   5.42917248E+01   1.14882059E-01   2.07030835E+00   8.62776574E+01   5.31113643E+01   4.28803200E+00   1.02404000E-01   3.29623300E+00 
  6.03440860E+01   2.69036900E+00   8.12873558E+01   1.10641883E-01   1.75946219E+00   5.40317009E+01   5.66797825E+01   9.77787400E+00   3.15212000E-01   2.55947200E+00 
  6.64372689E+01   6.33021425E+01   5.99290814E+01   1.26821356E-03   2.27788895E-01   5.51366615E+00   5.70008379E+01   3.96822000E-01   5.95800000E-03   2.85447000E-01 
  5.96013028E+00   3.40352545E+01   1.25409417E+02   2.73890708E-01   1.38642744E+00   3.28431361E+01   2.27832673E+01   1.79289500E+00   4.02820000E-02   2.43646000E-01 
  6.26377151E+01   2.73834784E+01   1.27053410E+02   8.86163317E-02   1.79339245E+00   7.64396198E+01   8.78736567E+01   1.68117900E+00   1.91515000E-01   6.00456400E+00 
  6.24645065E+01   3.22759669E+01   7.70046078E+01   1.03059422E-03  -3.38152616E-02   3.03518771E+00   8.86521734E+01   3.13125900E+00   2.63919000E-01   2.53552100E+00 
  5.21510356E+01   2.54442209E+01   5.37023726E+01   3.18697290E-03   1.77355155E+00   5.40468597E+01   6.41901118E+01   1.32708900E+01   1.15914000E+00   9.48961000E-01 
  5.98761993E-01   6.13840994E+01   1.46820664E+02   4.75165147E-03   1.80544439E+00   5.85486734E+01   3.32813510E+01   1.17644300E+01   3.35042000E-01   1.82062900E+00 
  2.22014687E+01   5.57341445E+01   7.45582774E+01   2.57637835E-03   1.89450816E-01   5.11843150E+00   2.16858979E+01   1.19414400E+00   7.92310000E-02   1.01945000E-01 
  6.48460203E+01   1.99558609E+01   1.71353889E+02   2.93169814E-03   1.57296153E+00   4.23619081E+01   5.31626745E+01   3.13184000E-01   2.68050000E-02   3.64478000E-01 
  8.81765038E+00   4.96708699E+00   1.76429978E+02   5.46743605E-02   1.79444378E+00   8.66458213E+01   9.06236570E+01   2.26533200E+01   1.81058000E-01   3.17758600E+01 
  5.41770738E+01   1.10905971E+01   1.11096031E+02   4.11839395E-02   1.92987635E+00   6.96872371E+01   2.71690066E+01   3.51233700E+00   6.17470000E-02   1.41250100E+00 
  6.64323547E+01   3.21714473E+00   1.06861410E+02   2.94757637E-02   2.16783530E+00   9.87634624E+01   3.10884976E+01   1.76358300E+00   3.00800000E-02   5.96798000E-01 
  4.65090678E+01   2.61022781E+01   5.61467205E+01   3.45778200E-03   1.67207680E+00   4.81458363E+01   3.61064704E+01   2.02753200E+00   3.24740000E-02   1.20549700E+00 
  1.72647329E+01   4.56027982E+01   1.42790440E+02   2.98508969E-03   1.47712530E+00   3.73951465E+01   2.84138913E+01   4.94259800E+00   6.09385000E-01   1.23220000E+00 
  6.73279519E+01   6.35412254E+01   3.02004680E+01   5.61106474E-03   2.12520654E+00   9.48694546E+01   6.79981137E+01   8.72474500E+00   1.13081400E+00   1.86511300E+00 
  9.65496019E+00   4.22146453E+01   1.11573858E+02   9.36859268E-02   1.21459050E+00   2.64500232E+01   4.97962655E+01   5.50758000E-01   2.05930000E-02   1.24172000E-01 
  4.79249941E+01   1.69154272E+00   6.94864029E+00   8.88159112E-02   1.24419763E+00   2.72935895E+01   2.83355595E+01   3.14908300E+00   7.85760000E-02   5.49375000E-01 
  5.38673046E+01   4.64797672E+01   7.65020224E+01   3.19934655E-03   1.82413301E+00   6.04768013E+01   4.13157555E+01   5.66051300E+00   5.82020000E-02   4.50056000E-01 
  4.93162580E+01   4.05153589E+01   1.34310540E+02   3.17053594E-02   1.71056617E+00   4.84330713E+01   6.73215687E+01   2.55656300E+00   9.11750000E-02   9.46420000E-02 
  4.17345432E+00   2.80982686E+01   2.49562848E+01   1.90215891E-01   2.02599309E+00   8.28394214E+01   7.49499545E+01   1.02970100E+00   2.75930000E-02   1.72091000E-01 
  3.41450710E+01   5.99280762E+01   3.16517136E+01   3.90553514E-01   1.42891840E+00   3.19552338E+01   8.17080671E+01   6.41214100E+00   5.00330000E-02   1.12248800E+00 
  6.70846622E+00   6.15915854E+01   1.70900383E+01   3.83095115E-03   2.12739617E+00   9.70013026E+01   7.12873067E+01   4.28567000E+00   2.26528000E-01   6.78850000E-02 
  6.45844752E+01   3.26150926E+01   9.86319725E+01   1.38426578E-02   1.59255088E+00   5.33677752E+01   9.27792323E+01   5.77902500E+00   2.45047000E-01   1.42014800E+00 
  3.51395166E+01   3.34472674E+01   1.64257971E+02   3.70176718E-03   1.62676086E+00   4.45621408E+01   8.09025728E+01   1.74354500E+00   1.34859000E-01   7.80277000E-01 
  5.54434062E+01   4.92367555E+01   1.54801390E+02   4.38651738E-01   1.98479711E+00   7.50001376E+01   6.58182006E+01   3.49034000E-01   3.46790000E-02   4.67588000E-01 
  3.49441861E+01   6.05384810E+01   8.07841971E+01   1.54465828E-02   1.16176551E+00   2.47537398E+01   4.90692900E+01   2.34685300E+00   1.54425000E-01   1.60695800E+00 
  5.25734807E+01   1.42204267E+01   1.98613099E+01   2.55467546E-03   1.63859513E+00   4.98886644E+01   8.63551682E+01   7.25379000E-01   2.83990000E-02   3.32507000E-01 
  1.66822753E+01   6.18927753E+00   1.11228162E+02   4.36683816E-02   1.84385563E+00   6.23852434E+01   4.50778514E+01   2.79153200E+01   1.75362000E-01   2.28619300E+01 
  3.86178007E+01   5.80114345E+01   1.56453665E+02   2.90071513E-02  -1.05495075E-01   2.47228185E+00   9.19389911E+01   2.69197100E+01   3.80452000E-01   7.50792600E+00 
  5.94612568E+00   4.60415311E+01   1.48204892E+02   3.51675792E-02   2.07593609E+00   8.70871715E+01   5.10012427E+01   4.14710200E+00   2.33576000E-01   3.57867400E+00 
  4.92196246E+01   2.94901637E+00   2.54953976E+00   4.69995628E-03  -6.49792630E-02   2.69357391E+00   6.18179111E+01   6.07836500E+01   4.31670000E-01   2.86086600E+02 
  6.84986288E+01   5.73315339E+01   3.49192843E+01   1.47626191E-03   1.60292222E+00   4.40329807E+01   2.60566749E+01   1.36855600E+01   5.06642000E-01   7.93720000E-01 
  5.03094939E+01   2.97253595E+01   4.73648940E+01   5.57492317E-02   1.84798453E+00   6.20230684E+01   2.46309037E+01   3.52552500E+00   4.34900000E-02   5.08443000E-01 
  2.73845455E+01   3.74439388E+01   3.44425614E+01   1.67625124E-01   2.06884057E+00   8.60475662E+01   4.90018389E+01   2.95947200E+00   7.78780000E-02   1.09887100E+00 
  1.46219580E+01   3.49848876E+01   5.78236291E+00   4.03531076E-02   1.63623973E+00   4.58014298E+01   2.08726677E+01   1.51574100E+01   1.46740900E+00   1.05404000E+00 
  3.50093407E+01   5.40563667E+00   2.54037682E+01   1.32021125E-03   1.70942603E+00   5.01891997E+01   2.57591560E+01   4.45275900E+00   1.55765000E-01   5.39342300E+00 
  3.78835368E+01   4.85751820E+01   1.21994199E+02   1.78921770E-03   1.79934469E+00   5.79255446E+01   3.05756263E+01   3.01367000E+00   4.44710000E-02   2.49989400E+00 
  5.62130054E+01   3.79475992E+01   1.89992853E+01   1.04864869E-01   1.53581046E+00   4.01353014E+01   8.35862012E+01   2.87443200E+00   1.31157000E-01   2.09498800E+00 
  3.97727623E+01   2.54618400E+01   2.06658246E+01   2.33074741E-03   1.13553528E+00   2.08686117E+01   8.66852781E+01   2.67661000E+00   1.84388000E-01   2.37836000E-01 
  8.75905054E+00   2.56003953E+01   1.24942543E+02   1.38646464E-02   2.02553712E+00   7.91448670E+01   2.80879151E+01   8.57297700E+00   2.91049000E-01   5.57958400E+00 
  4.23327435E+01   5.40274025E+01   1.86802278E+00   9.09638029E-03   1.98550382E+00   7.48460687E+01   2.17612474E+01   6.18483000E-01   4.28210000E-02   1.30478000E-01 
  3.56587005E+01   3.17700790E+01   2.62059980E+01   1.02466705E-03   2.04920261E+00   8.33727302E+01   5.17480872E+01   4.13755000E-01   4.51580000E-02   4.03642000E-01 
  6.58132619E+01   3.71005338E+01   6.47981995E+01   6.41083350E-03   1.95045739E+00   7.24350686E+01   4.54613010E+01   4.38044300E+00   1.96504000E-01   4.39910700E+00 
  3.95405538E+01   2.44651209E+01   1.79928978E+02   6.42870496E-02   1.52460035E+00   5.59600827E+01   9.92302327E+01   1.69241900E+00   1.31010000E-01   1.18681100E+00 
  6.81961241E+01   1.19105948E+01   2.63126202E+01   4.33691197E-01   2.08446623E+00   8.69001099E+01   2.97385682E+01   1.22941400E+01   3.81086000E-01   9.91928200E+00 
  2.04407769E+01   3.09457482E+01   9.99320674E+01   1.16017750E-03   8.99290112E-01   1.73629347E+01   2.60772955E+01   1.40893900E+00   5.91190000E-02   9.98098000E-01 
  6.28223350E+01   3.57669599E+01   1.59031334E+01   1.15294195E-02  -3.70481522E-01   3.59198572E-01   6.68706406E+01   4.38357500E+00   2.31779000E-01   2.47709600E+00 
  4.96953659E+01   1.56560481E+01   6.53625889E+01   4.39303861E-01   1.10188695E+00   2.08042686E+01   6.97322957E+01   1.32676900E+01   8.63922000E-01   9.76023400E+00 
  1.27964908E+01   2.10480615E+00   1.03987907E+01   9.31434961E-03   1.30802335E+00   2.96680241E+01   4.88109395E+01   1.80898200E+01   2.07445000E-01   1.53440600E+00 
  4.73519712E+00   3.36669392E+01   6.92583020E+00   1.12631564E-01   1.04933448E+00   2.02397916E+01   6.00914953E+01   9.45142700E+00   5.21062000E-01   3.44917100E+00 
  4.63101791E+01   3.86392108E+01   3.97449947E+01   1.58853397E-02   1.45088703E+00   4.47411114E+01   9.99066261E+01   3.11128000E+00   9.07680000E-02   1.88369300E+00 
  3.26937231E+01   2.64207236E+01   3.99558111E+01   2.77632340E-01   1.95933151E+00   7.23589843E+01   2.34026322E+01   2.09875500E+00   4.14680000E-02   6.06369000E-01 
  6.97320314E+01   3.89233957E+01   1.23277378E+02   2.81945396E-01   2.00622033E+00   7.79460170E+01   5.49479336E+01   2.25098700E+00   8.14350000E-02   4.62479000E-01 
  5.28851156E+01   1.18569572E+01   1.65530051E+02   2.37244601E-02   1.98828624E+00   7.57143873E+01   3.51284439E+01   4.43952900E+00   1.98099000E-01   3.09094000E-01 
  5.51899522E+01   3.03117251E+01   6.86974506E+01   8.56049843E-02   1.46710219E+00   3.52234614E+01   6.39290192E+01   1.46665600E+00   1.30736000E-01   1.86958700E+00 
  4.98147293E+01   5.64812944E+01   1.71191119E+02   3.85338453E-03   2.14970359E+00   9.77601665E+01   5.27256512E+01   1.45351100E+01   1.26634000E-01   1.01478400E+01 
  6.60664073E+01   8.24665855E+00   1.49904385E+02   5.39819934E-02   1.33734613E+00   2.69253497E+01   7.81832685E+01   9.83133400E+00   2.49237000E-01   1.52692500E+01 
  2.49507201E+01   6.39370205E+01   1.20310976E+02   6.74498928E-03   1.95761480E+00   9.00039586E+01   8.14287357E+01   8.54256400E+00   3.58455000E-01   1.32650300E+00 
  6.58788467E+01   1.07521080E+01   1.41699815E+02   1.59998248E-02   1.65271355E+00   4.48534098E+01   6.79655131E+01   2.60053400E+00   1.35930000E-01   7.99053000E-01 
  1.10049171E+01   5.59948558E+01   1.49656423E+02   2.14472262E-02   1.60468678E+00   6.02642020E+01   9.46778441E+01   4.01837900E+00   2.16847000E-01   3.30690900E+00 
  4.37698695E+01   3.75124182E+01   5.14244395E+01   2.08469332E-01   1.39025477E+00   3.30887366E+01   2.75944245E+01   5.02727000E-01   3.01980000E-02   9.08391000E-01 
  4.64168267E+01   6.47256954E+01   1.49156837E+02   1.05230365E-01   1.56581028E+00   7.02363382E+01   9.99882092E+01   5.26620300E+00   1.95870000E-01   1.67410300E+00 
  3.60712242E+01   1.84884017E+00   1.05994100E+02   2.92469297E-02   2.04282094E+00   8.12005002E+01   2.84224112E+01   1.09425100E+01   4.80150000E-02   3.70166400E+00 
