SZA(¦È_0)  VZA(¦È)  RAA(¦¤¦Õ)  ¦Ó_a(865)  angstrom(443/865)  f_v  RH  CHL  CDOM  MIN 
  5.40613397E+01   4.08269446E+01   1.74435715E+02   6.13579253E-02   1.70259331E+00   5.06443059E+01   5.29657723E+01   9.55992000E-01   8.17890000E-02   2.66407000E-01 
  1.46102897E+01   2.51647524E+01   5.84282685E+01   3.63850174E-02   1.44859884E+00   4.40233980E+01   9.82877056E+01   6.52210000E+00   2.54536000E-01   4.12665000E-01 
  6.44995360E+01   6.36066565E+01   1.97843745E+01   3.33130715E-01   6.72008788E-01   1.02724246E+01   8.89630265E+01   2.80624500E+00   1.42912000E-01   2.36005500E+00 
  4.67267961E+01   1.47570629E+01   1.76240962E+02   3.01198730E-01   2.13484695E+00   9.81332764E+01   5.56079288E+01   1.83027200E+01   4.64146000E-01   9.78115800E+01 
  5.38622374E+01   2.72519388E+01   1.63880838E+02   1.30825221E-01   1.08750696E+00   1.91645395E+01   7.40255666E+01   3.12366600E+00   1.10551000E-01   6.79711000E-01 
  1.03312728E+01   4.59624057E+01   3.85866874E+01   8.63530146E-03   8.97158308E-01   1.74830393E+01   4.68529017E+01   2.42332800E+00   2.24902000E-01   1.48325300E+00 
  5.52816730E+01   4.85905699E+01   4.21869257E+01   3.53176033E-01   1.56951840E-01   4.23345910E+00   9.07410186E+01   6.76553200E+00   1.14494000E-01   4.03890000E-01 
  1.18562099E+01   4.27458907E+01   8.62104616E+01   1.68972346E-01   8.45734666E-01   1.62552345E+01   3.20891538E+01   1.41936000E+00   1.02906000E-01   1.35533200E+00 
  5.58244162E+01   4.39574934E+01   1.75668493E+02   3.50655894E-01   1.28695196E+00   2.83151467E+01   9.77061214E+01   2.39645200E+00   1.95328000E-01   7.84179600E+00 
  4.43759612E+01   5.09407121E+01   1.56627614E+02   1.32285115E-03   2.13012181E+00   9.82749695E+01   6.74432206E+01   4.30163900E+00   3.60409000E-01   1.56431400E+00 
  5.62763661E+01   6.88473699E+01   4.44185413E+01   4.05126953E-03   2.85534069E-01   5.97213161E+00   6.98793229E+01   1.87040600E+00   5.89419000E-01   1.24282700E+00 
  6.83050419E+01   3.52501117E+01   8.02557127E+01   1.83310902E-01   2.13019367E+00   9.75438764E+01   5.74592936E+01   4.53118900E+00   1.17436000E-01   3.05491400E+00 
  6.22032527E+01   2.08408328E+01   1.10090883E+02   1.58486959E-03   9.95652122E-01   1.65042972E+01   9.76708356E+01   2.54097200E+00   1.23243000E+00   7.62044000E-01 
  2.36813324E+01   4.94723571E+01   1.34859053E+02   7.70711032E-02   5.38777710E-01   9.53812954E+00   6.24047126E+01   3.52802400E+00   1.63452000E-01   2.14554100E+00 
  2.11470935E+01   3.05692887E+01   1.61923833E+02   3.57867183E-02   2.05060339E+00   8.51359488E+01   4.24032808E+01   1.11774400E+01   1.84233000E-01   2.91609600E+01 
  4.71355475E+00   3.16911899E+01   3.47956630E+01   2.19028677E-03   6.57121165E-01   1.23813465E+01   3.52693381E+01   2.65199500E+01   4.30186000E-01   2.28099200E+01 
  1.16155471E+01   4.08296375E+01   9.86611593E+01   1.59848574E-01   1.55261810E+00   6.65800158E+01   9.93004112E+01   3.35602900E+00   9.60960000E-02   1.82000600E+00 
  3.23143498E+01   5.86430399E+01   6.30845567E+01   5.05338522E-03   1.93579456E+00   7.13178141E+01   2.14972371E+01   5.00506400E+00   1.69529000E-01   1.78781300E+00 
  2.43884582E+01   6.96904887E+01   1.78563018E+02   3.32764925E-02   8.19881831E-01   1.57031938E+01   4.31804013E+01   5.57894800E+00   1.56115000E+00   2.94094000E-01 
  2.06822953E+01   5.92801478E+01   1.28549947E+02   1.60534644E-02   1.74716772E+00   5.49077604E+01   4.76897055E+01   8.22607800E+00   8.16280000E-02   1.24751600E+01 
  1.12833570E+01   2.07659031E+01   1.06212850E+02   7.99455357E-02   3.01412046E-01   5.16080048E+00   9.47730156E+01   2.71237400E+00   1.74613000E-01   6.64840000E-01 
  5.44877981E+01   6.36639322E+01   8.26196163E+01   1.55746311E-02   4.10988240E-02   3.76839686E+00   4.92019823E+01   2.72602800E+00   2.31039000E-01   1.82879000E-01 
  5.70672302E+01   5.38901573E+01   4.75046465E+01   6.06755157E-02   1.48789603E+00   3.60989452E+01   6.86383435E+01   2.41052000E+01   4.00344000E-01   5.22979000E+00 
  2.71275241E+01   2.06164697E+01   1.06058966E+02   3.59093012E-01   1.90240736E+00   6.89966277E+01   5.25304082E+01   4.80632400E+00   2.24228000E-01   8.03480000E-02 
  4.06071869E+01   2.31601188E+01   7.84554190E+01   1.86240764E-03   8.16842355E-01   1.55890625E+01   2.55000366E+01   6.23672000E-01   3.54580000E-02   1.41025100E+00 
  6.55486594E+01   5.86066762E+01   3.67212087E+01   3.12522325E-03   1.60550638E+00   4.50445714E+01   4.52547369E+01   6.91020000E-01   1.48960000E-02   2.47943000E-01 
  6.57622202E+01   5.54938703E+01   2.09627267E+01   1.82323207E-02   1.88405681E+00   6.64625411E+01   5.98130489E+01   9.84338000E-01   5.46380000E-02   4.20773000E-01 
  5.98468390E+01   1.30011158E+01   1.62967466E+02   2.36409879E-03   1.95652650E+00   7.42499819E+01   4.27417791E+01   1.54265800E+00   1.06223000E-01   1.20049800E+00 
  6.50078094E+00   3.30456446E+01   1.77875288E+02   3.36293537E-02   1.36887570E+00   3.24516443E+01   2.87187286E+01   4.81936000E+00   1.29256000E-01   3.16404900E+00 
  2.19829192E+01   3.44214037E+01   1.00207894E+02   1.30470530E-02   2.11321670E+00   9.30326190E+01   2.90826570E+01   7.00503000E-01   2.44080000E-01   3.01381000E-01 
  6.17297116E+01   6.68709316E+01   7.99019609E+01   2.22557739E-01   2.00004847E+00   7.97325695E+01   7.35969558E+01   1.55237000E+00   2.36319000E-01   8.38476000E-01 
  4.51102823E+01   4.96065339E+01   4.11634508E+01   6.08996697E-03   1.67884717E+00   9.06874797E+01   9.64740284E+01   8.03309300E+00   1.68249400E+00   1.67465900E+00 
  1.55495298E+01   3.70661395E+01   2.20684692E+01   1.15317009E-02   8.17384795E-01   1.33852290E+01   8.48619170E+01   2.00774400E+01   1.51870000E+00   9.73363000E-01 
  1.47118749E+01   6.65827616E+00   1.44923295E+02   1.25687787E-02   1.77123715E+00   6.84193024E+01   8.48493263E+01   1.62552300E+01   7.52391000E-01   2.56556000E-01 
  1.37350663E+01   6.21397330E+01   3.16797005E+01   1.77070832E-02   1.60354284E+00   4.29463300E+01   7.98431891E+01   2.49575800E+00   3.75520000E-02   3.54058000E-01 
  6.85777697E+01   5.40536933E+00   6.40919276E+01   2.33669067E-03   1.59836523E+00   4.36825230E+01   5.77004921E+01   4.91653300E+00   4.27712000E-01   7.72482000E-01 
  1.77087017E+01   4.79298917E+00   1.15915993E+02   1.12533434E-03   2.04677565E+00   8.45750590E+01   4.19222690E+01   2.65489400E+01   1.01084300E+00   3.88282600E+00 
  3.82591750E+01   2.51047410E+01   8.68297715E+01   1.82094588E-03   1.58623429E+00   4.38431748E+01   3.79316962E+01   6.10626800E+00   4.31853000E-01   1.05759900E+00 
  6.07114312E+01   3.52972237E+01   1.16850681E+02   1.07020885E-03   1.81162962E+00   6.03581216E+01   3.94495324E+01   1.04685900E+00   1.31676000E-01   7.77132000E-01 
  5.06808596E+01   6.45211526E+01   3.23209853E+01   2.05783968E-03   2.09444884E+00   8.99785757E+01   2.35321122E+01   4.23748000E-01   4.75940000E-02   8.90681200E+00 
  5.43557539E+01   5.05911435E+01   1.53306357E+02   7.82512480E-02   1.30579078E+00   2.61629648E+01   7.93676111E+01   1.59738000E+01   2.93574900E+00   1.47520000E+01 
  2.62598395E+01   2.93136282E+01   1.59308902E+02   3.14114120E-01   2.01377042E+00   7.99524239E+01   6.19143123E+01   5.28727800E+00   1.30393000E-01   1.03851700E+01 
  4.65159681E+00   6.04863284E+01   1.13462615E+02   6.49835662E-03   2.04265068E+00   8.44005010E+01   5.56940390E+01   1.64998900E+00   3.97310000E-02   1.49455800E+00 
  1.52115756E+01   5.64126580E+01   8.74989025E+01   2.15771956E-01   1.64478911E+00   4.70910931E+01   5.22727595E+01   8.54616000E-01   5.64090000E-02   3.35805000E+00 
  2.57457584E+01   3.10220273E+01   1.05141975E+02   2.93717222E-03   9.35865096E-01   1.83576183E+01   3.28529230E+01   3.49188100E+01   7.76319000E-01   1.15749400E+01 
  5.34508562E+01   3.70698631E+01   1.36438187E+02   1.00896091E-03   7.66173312E-01   1.06033855E+01   9.94216434E+01   3.35788200E+00   2.22758000E-01   2.42872700E+00 
  1.95839843E+01   3.23839012E+01   1.73795540E+02   1.81683881E-02  -1.15281494E-01   2.16936292E+00   3.45653848E+01   5.70345700E+00   2.00808000E-01   6.70195000E+00 
  3.22161592E+01   2.27322926E+01   1.22587944E+02   5.76310280E-02   1.99151282E+00   8.17212253E+01   7.59287258E+01   1.38257800E+00   5.67700000E-02   1.88223000E-01 
  2.66053533E+01   6.66334067E+01   1.01461552E+02   4.96388774E-03   1.28095076E+00   2.52561943E+01   7.39422978E+01   1.31455400E+01   6.09616000E-01   5.71238200E+00 
  5.37105310E+01   5.86190494E+01   1.24243028E+02   2.37408235E-02   1.67568701E+00   4.87452802E+01   2.39622946E+01   1.39963400E+00   7.27910000E-02   8.77960000E-01 
  1.52348169E+01   1.53830369E+01   1.64647089E+02   2.26230941E-03   1.99033885E+00   7.79480796E+01   4.87049507E+01   1.76298200E+00   1.25123000E-01   1.62360300E+00 
  2.29884054E+01   2.58231299E+01   5.44657139E+01   2.35446789E-03   1.76347185E+00   5.58236816E+01   3.06706086E+01   9.61344500E+00   1.58094000E-01   1.67672700E+00 
  6.69882947E+01   2.92941451E+00   1.34089763E+02   2.18381413E-02   1.46434650E+00   3.47413968E+01   8.14764551E+01   4.25001000E-01   8.66010000E-02   6.09580000E-02 
  3.11418120E+00   5.81561842E+01   5.58008890E+01   4.25910105E-03   1.90425840E+00   6.86721135E+01   3.13813790E+01   2.63140300E+00   2.67825000E-01   2.94290600E+00 
  9.30569267E+00   2.15658749E+01   1.02416160E+01   1.13323754E-01  -1.45461188E-01   2.00985131E+00   7.10855486E+01   3.87957100E+00   1.90697000E-01   4.18479700E+00 
  4.23326109E+01   1.52082587E+01   1.65820515E+02   1.87126294E-02   1.88998348E+00   6.67664726E+01   6.25795951E+01   5.11888600E+00   1.17649000E-01   1.44440900E+01 
  3.57301848E+00   7.22328018E+00   6.27913885E+01   1.60248705E-03   1.58704814E+00   4.22842238E+01   6.32021947E+01   9.77787400E+00   3.15212000E-01   2.55947200E+00 
  5.62759689E+01   5.59520770E+01   6.59246560E+00   4.68454236E-03   9.11750203E-01   1.78328290E+01   4.88300508E+01   3.96822000E-01   5.95800000E-03   2.85447000E-01 
  4.51423163E+01   2.46209890E+01   1.66663546E+02   1.26726108E-02   2.01360296E+00   8.00421226E+01   5.96407173E+01   1.79289500E+00   4.02820000E-02   2.43646000E-01 
  8.23860550E-01   4.47349265E+01   9.90306577E+01   2.73228973E-01   2.13175018E+00   9.73821257E+01   5.15052968E+01   1.68117900E+00   1.91515000E-01   6.00456400E+00 
  1.97813268E+01   2.16765001E+01   8.97597457E+01   2.46254490E-02   1.75783958E+00   5.57832263E+01   5.08294195E+01   3.13125900E+00   2.63919000E-01   2.53552100E+00 
  4.06263598E+01   6.66313598E+00   1.65162437E+02   2.63429032E-01   2.10307619E+00   9.38228187E+01   6.82584284E+01   1.32708900E+01   1.15914000E+00   9.48961000E-01 
  1.57574436E+01   6.21339723E+01   4.43478143E+01   2.63564359E-03   1.99481692E+00   7.80855375E+01   4.17151941E+01   1.17644300E+01   3.35042000E-01   1.82062900E+00 
  1.70691920E+01   1.58347497E+01   5.75856496E+01   3.59589975E-03   1.97275951E+00   7.50626859E+01   2.40590737E+01   1.19414400E+00   7.92310000E-02   1.01945000E-01 
  4.70535059E+01   4.34746130E+01   2.99998169E+01   2.34859795E-03  -6.58373951E-02   2.81230617E+00   8.63917422E+01   3.13184000E-01   2.68050000E-02   3.64478000E-01 
  6.09624106E+01   5.19041205E+01   1.35673253E+02   3.08164980E-02   1.64548024E+00   4.70019370E+01   2.51451058E+01   2.26533200E+01   1.81058000E-01   3.17758600E+01 
  2.00224861E+01   3.86692011E+00   9.48570632E+01   4.45218727E-03   1.81413532E+00   8.73657778E+01   8.87783155E+01   3.51233700E+00   6.17470000E-02   1.41250100E+00 
  2.76013071E+01   5.82851365E+00   9.27700587E+00   1.93734853E-01   1.57184076E+00   4.30227091E+01   3.65797157E+01   1.76358300E+00   3.00800000E-02   5.96798000E-01 
  3.66621599E+01   3.27423757E+01   1.55259988E+02   6.01372648E-02   1.36743730E+00   2.81191077E+01   7.58352115E+01   2.02753200E+00   3.24740000E-02   1.20549700E+00 
  5.00084115E+01   4.61658758E+01   1.61312808E+02   1.50945161E-01   1.56297350E+00   5.25475615E+01   9.39044307E+01   5.50758000E-01   2.05930000E-02   1.24172000E-01 
  1.90923717E+01   4.99820050E+01   3.93521261E+01   2.62548266E-03   1.37247958E+00   2.86799524E+01   7.36539094E+01   3.14908300E+00   7.85760000E-02   5.49375000E-01 
  6.52178601E+01   3.50414187E+01   1.01658357E+02   2.80067239E-03   1.20576937E+00   2.63145642E+01   4.77065190E+01   5.66051300E+00   5.82020000E-02   4.50056000E-01 
  5.51112197E+00   6.58263889E+00   8.23102452E+01   5.54968402E-02   2.11490560E+00   9.44565523E+01   4.52345813E+01   1.02970100E+00   2.75930000E-02   1.72091000E-01 
  3.63789754E+01   2.16463507E+01   1.45896080E+02   1.40604793E-01   1.93843447E+00   8.02013383E+01   7.89728007E+01   6.41214100E+00   5.00330000E-02   1.12248800E+00 
  5.62368561E+01   2.69588778E+00   2.92020617E+01   3.77171548E-01   1.89704504E+00   6.77345188E+01   6.01325041E+01   4.28567000E+00   2.26528000E-01   6.78850000E-02 
  4.80436359E+01   2.45487219E+01   5.58442861E+00   1.67444500E-02   1.69351193E+00   4.76896744E+01   7.00736645E+01   5.77902500E+00   2.45047000E-01   1.42014800E+00 
  3.32725619E+01   1.82642106E+01   9.75825193E+01   2.64571119E-02   1.84722243E+00   6.31477535E+01   2.62826642E+01   1.74354500E+00   1.34859000E-01   7.80277000E-01 
  5.30667268E+01   2.29446055E+01   1.65958517E+02   1.41998356E-02   1.56365476E+00   4.26698706E+01   4.31242927E+01   3.49034000E-01   3.46790000E-02   4.67588000E-01 
  2.66367096E+01   5.46546986E+01   3.56390478E+01   7.22890213E-03   2.09797166E+00   9.08315974E+01   2.86497723E+01   2.34685300E+00   1.54425000E-01   1.60695800E+00 
  1.76154885E+01   6.79821237E+01   4.29923224E+01   3.35548490E-02   1.44306319E+00   3.43309858E+01   6.48735412E+01   7.25379000E-01   2.83990000E-02   3.32507000E-01 
  6.70915386E+01   1.95300302E+00   1.56359034E+02   4.15524560E-02   2.14901269E+00   9.96815200E+01   4.78508665E+01   2.79153200E+01   1.75362000E-01   2.28619300E+01 
  1.60058620E+01   5.38855285E+01   8.73719460E+01   4.20418702E-03   1.93629561E+00   7.13061117E+01   6.54923038E+01   4.14710200E+00   2.33576000E-01   3.57867400E+00 
  1.55644252E+01   3.25384483E+01   1.40781838E+02   2.84886928E-01   1.53527741E+00   3.93616490E+01   6.32937354E+01   6.07836500E+01   4.31670000E-01   2.86086600E+02 
  6.85408903E+01   5.28491615E+01   1.08947235E+02   3.45078015E-02   2.06169340E+00   8.71905329E+01   5.03596907E+01   1.36855600E+01   5.06642000E-01   7.93720000E-01 
  1.35776720E+00   2.63574804E+01   9.73600712E+01   4.94882369E-02   2.03896072E+00   8.39323901E+01   5.34399784E+01   3.52552500E+00   4.34900000E-02   5.08443000E-01 
  7.43468091E+00   6.21911674E+01   4.75019231E+01   2.24496328E-03   1.40977792E+00   3.44038742E+01   2.50031144E+01   2.95947200E+00   7.78780000E-02   1.09887100E+00 
  4.98726861E+01   1.34129885E+01   1.13441485E+02   1.81209609E-02   1.78847703E+00   5.82719219E+01   5.25185763E+01   1.51574100E+01   1.46740900E+00   1.05404000E+00 
  1.30311764E+01   1.31621273E+01   6.33233961E+01   1.15214287E-01   5.88802991E-02   3.95653614E+00   4.72682344E+01   4.45275900E+00   1.55765000E-01   5.39342300E+00 
  4.48901674E+01   3.22028612E+01   5.91217646E+01   4.36305290E-02   2.12438685E+00   9.72510912E+01   6.65562148E+01   3.01367000E+00   4.44710000E-02   2.49989400E+00 
  4.93198524E+01   4.16349000E+01   1.21316600E+02   2.89171166E-02   1.77811449E+00   7.17189652E+01   8.59294931E+01   2.67661000E+00   1.84388000E-01   2.37836000E-01 
  6.89799408E+01   4.02392619E+01   4.97491667E+01   1.17124599E-02   2.02903373E+00   8.20330846E+01   6.58219019E+01   8.57297700E+00   2.91049000E-01   5.57958400E+00 
  2.96141085E+01   4.21921204E+01   1.79901924E+02   1.40210202E-02   1.79698842E+00   5.85880894E+01   2.50656039E+01   6.18483000E-01   4.28210000E-02   1.30478000E-01 
  3.79709577E+01   2.96764316E+00   2.98392170E+01   1.46927031E-02   1.98146837E+00   7.60055314E+01   2.56731883E+01   4.13755000E-01   4.51580000E-02   4.03642000E-01 
  4.93879027E+01   4.28985294E+01   4.19623222E+01   1.88397785E-03   1.86227180E+00   6.44272711E+01   2.33125052E+01   4.38044300E+00   1.96504000E-01   4.39910700E+00 
  5.20866945E+00   1.22899507E+01   7.90019978E+01   4.09575853E-02   1.58970847E+00   4.41283255E+01   4.37157546E+01   1.69241900E+00   1.31010000E-01   1.18681100E+00 
  5.29006459E+01   5.46954482E+01   6.77383659E+01   4.13723626E-03   1.72428151E+00   5.24597913E+01   3.03300386E+01   1.22941400E+01   3.81086000E-01   9.91928200E+00 
  5.61702894E+01   5.28486165E+01   1.66628282E+01   1.91196650E-02   1.77241125E+00   6.56464687E+01   8.34879390E+01   1.40893900E+00   5.91190000E-02   9.98098000E-01 
  2.23796944E-01   2.39189507E+01   1.12077580E+02   1.31724542E-01   2.09123943E+00   8.96357072E+01   2.50995092E+01   4.38357500E+00   2.31779000E-01   2.47709600E+00 
  2.88923578E+01   1.92675595E+00   1.44582105E+02   5.36973660E-02   2.55923732E-01   5.70148409E+00   6.50468762E+01   1.32676900E+01   8.63922000E-01   9.76023400E+00 
  3.49258015E+01   1.19645822E+01   1.44711835E+02   9.54751403E-03   1.85423111E+00   6.52229959E+01   7.70771544E+01   1.80898200E+01   2.07445000E-01   1.53440600E+00 
  3.84451128E+01   5.61360359E+01   3.96948551E+01   6.38551493E-03   1.97884081E+00   7.67617894E+01   5.11918295E+01   9.45142700E+00   5.21062000E-01   3.44917100E+00 
  6.62901921E+01   2.34694281E+01   1.64949739E+02   4.82515012E-03   1.22731436E+00   2.50263484E+01   8.83574714E+01   3.11128000E+00   9.07680000E-02   1.88369300E+00 
  2.03664031E+01   2.47875724E+01   8.29037057E+01   1.59867120E-01   1.65865020E+00   4.54815034E+01   7.03131509E+01   2.09875500E+00   4.14680000E-02   6.06369000E-01 
  5.44570850E+01   4.51952746E+01   2.31600147E+01   1.11272127E-03   2.11108471E+00   9.29911350E+01   3.27452757E+01   2.25098700E+00   8.14350000E-02   4.62479000E-01 
  3.68976344E+01   6.44176659E+01   7.68289699E+00   2.20074731E-03   1.72738877E+00   5.27386659E+01   3.09254714E+01   4.43952900E+00   1.98099000E-01   3.09094000E-01 
  1.34906265E+01   1.71880275E+01   7.82314739E+01   2.22039471E-01   2.07158131E+00   8.86459476E+01   6.22177849E+01   1.46665600E+00   1.30736000E-01   1.86958700E+00 
  2.18690502E+01   6.06611264E+01   5.27176219E+01   2.25558767E-02   1.82499121E+00   9.25532476E+01   8.92353217E+01   1.45351100E+01   1.26634000E-01   1.01478400E+01 
  1.15375163E+01   3.80097785E+01   8.45481644E+01   3.88739236E-02   2.21329538E-01   4.84120111E+00   7.46628869E+01   9.83133400E+00   2.49237000E-01   1.52692500E+01 
  2.88075371E+01   6.85009219E+00   6.38151241E+01   1.90550269E-01   1.24900628E+00   2.77179971E+01   3.76153507E+01   8.54256400E+00   3.58455000E-01   1.32650300E+00 
  4.51535827E+01   6.31598986E+01   4.99926724E+01   2.33493663E-02   8.73030050E-01   1.68305699E+01   5.12602766E+01   2.60053400E+00   1.35930000E-01   7.99053000E-01 
  5.07419128E+01   1.32641251E+01   1.01523956E+02   2.91741086E-01   2.00272239E+00   7.89146559E+01   4.20313489E+01   4.01837900E+00   2.16847000E-01   3.30690900E+00 
  6.19348377E+01   5.82522257E+01   9.91837422E+01   1.87377160E-03   1.26212800E+00   2.81193980E+01   2.80222028E+01   5.02727000E-01   3.01980000E-02   9.08391000E-01 
  5.18214925E+01   1.31087042E+01   1.61361904E+02   4.98470087E-03   1.27781030E+00   2.88073068E+01   4.61457605E+01   5.26620300E+00   1.95870000E-01   1.67410300E+00 
  7.36574114E+00   7.75913309E+00   1.21397950E+02   1.90888401E-03   1.98897957E+00   7.88305962E+01   7.45837933E+01   1.09425100E+01   4.80150000E-02   3.70166400E+00 
  1.70100008E+01   7.22957106E+00   1.71619312E+02   3.97655064E-03   1.37393985E+00   3.24127982E+01   5.40219269E+01   7.86844100E+00   6.89300000E-02   1.36198600E+00 
  5.20640139E+01   2.59981422E+01   1.20697671E+02   3.04942936E-03   1.35459158E+00   2.96754836E+01   8.51453377E+01   1.90211000E+01   3.84804000E-01   3.13947500E+00 
  3.46805210E+00   5.87040179E+01   9.69564190E+01   1.27423615E-03  -4.09372431E-01   7.15699107E-01   8.40640393E+01   4.63032000E-01   9.74390000E-02   7.93300000E-02 
  6.42129782E+01   2.32468031E+01   9.47613755E+01   1.62252041E-01   1.18442106E+00   2.31086405E+01   9.75846272E+01   1.34843400E+00   5.87130000E-02   5.14910000E-01 
  1.45491021E+01   3.44983293E+00   1.42162297E+02   5.34423147E-03  -5.51314386E-02   2.76970341E+00   4.23864146E+01   5.86017000E-01   8.03500000E-03   8.74645000E-01 
  6.89266062E+01   5.50967168E+01   4.42757436E+00   5.53114805E-03   1.48675063E+00   3.84136371E+01   3.36863961E+01   7.88318000E-01   1.70779000E-01   3.30836000E-01 
  2.87569988E+01   6.15202580E+01   7.30753558E+01   2.40765959E-03   1.97602783E+00   7.62816325E+01   4.42434457E+01   4.89359000E-01   1.46560000E-02   3.32271000E-01 
  2.23805089E+01   2.12982926E+01   1.12327682E+02   1.91682090E-01   2.06820630E+00   8.66989153E+01   2.91948830E+01   6.66381600E+00   1.45420000E-01   6.41363000E-01 
  5.29266753E+01   2.71435246E+01   1.56149041E+02   4.45801402E-01   1.99723878E+00   7.81295579E+01   6.19577815E+01   8.27931000E-01   8.32850000E-02   4.48920000E-01 
