SZA(¦È_0)  VZA(¦È)  RAA(¦¤¦Õ)  ¦Ó_a(865)  angstrom(443/865)  f_v  RH  CHL  CDOM  MIN 
  1.27045438E+01   2.35349647E+01   1.35671970E+02   1.29149720E-02   1.48287062E+00   3.72695720E+01   5.25048505E+01   1.11774400E+01   1.84233000E-01   2.91609600E+01 
  5.66009340E+00   4.48765966E+01   7.69949733E+01   4.68779918E-01   1.00018478E+00   1.82669120E+01   6.80221158E+01   2.65199500E+01   4.30186000E-01   2.28099200E+01 
  3.27716460E+01   5.11618208E+01   1.36502906E+02   1.66460624E-02   6.95089100E-01   1.05914529E+01   7.80084605E+01   3.35602900E+00   9.60960000E-02   1.82000600E+00 
  3.27499051E+01   1.01328583E+01   1.43545352E+02   1.37744360E-02   1.72183340E+00   5.19101765E+01   8.16255449E+01   5.00506400E+00   1.69529000E-01   1.78781300E+00 
  6.18715150E+01   6.74557799E+01   3.63618904E+01   3.79256595E-01   1.75961483E+00   5.17010509E+01   6.50780576E+01   5.57894800E+00   1.56115000E+00   2.94094000E-01 
  3.71510419E+01   5.40660038E+00   7.44986851E+00   3.47826770E-01   7.09495213E-02   4.09092999E+00   5.16351163E+01   8.22607800E+00   8.16280000E-02   1.24751600E+01 
  1.73070377E+01   3.43551057E+01   1.19790059E+02   2.84539639E-01   6.25720672E-01   9.46645789E+00   8.04778737E+01   2.71237400E+00   1.74613000E-01   6.64840000E-01 
  2.62008479E+01   1.77476613E+01   1.04932403E+02   1.56485886E-02   9.83048492E-01   1.80787071E+01   6.54155839E+01   2.72602800E+00   2.31039000E-01   1.82879000E-01 
  1.82813770E+01   5.00447008E+00   6.55901894E+01   1.66784452E-01   5.17469816E-01   9.70076362E+00   5.04667657E+01   2.41052000E+01   4.00344000E-01   5.22979000E+00 
  6.69658421E+01   1.73508148E+01   1.65788453E+02   3.05202637E-03   1.90798606E+00   6.70478863E+01   4.07870983E+01   4.80632400E+00   2.24228000E-01   8.03480000E-02 
  6.62280708E+01   4.28641328E+01   9.01259941E+01   6.72517353E-03   9.36559462E-01   1.82120432E+01   3.33574521E+01   6.17335000E-01   6.57010000E-02   9.02400000E-02 
  1.21823513E+01   3.28903597E+01   1.30681239E+00   7.88354124E-03   1.79163348E+00   7.26404190E+01   8.77022475E+01   6.23672000E-01   3.54580000E-02   1.41025100E+00 
  6.41019893E+01   3.56309690E+01   7.60829422E+01   3.32657461E-03   1.75527976E+00   8.61797998E+01   9.34278987E+01   6.91020000E-01   1.48960000E-02   2.47943000E-01 
  4.24835513E+01   6.41536751E+01   5.05548162E+01   3.34722533E-01   1.83035902E+00   6.66665545E+01   8.18094474E+01   9.84338000E-01   5.46380000E-02   4.20773000E-01 
  2.49305677E+01   4.39511756E+01   1.73213193E+02   3.46820570E-01   1.86364304E+00   7.28223094E+01   8.25555898E+01   1.54265800E+00   1.06223000E-01   1.20049800E+00 
  2.45757506E+01   4.99738722E+01   7.56613309E+01   5.65937836E-02   1.86277953E+00   6.16187646E+01   6.30687774E+01   4.81936000E+00   1.29256000E-01   3.16404900E+00 
  3.36005567E+01   3.19206546E+01   1.17052799E+02   6.28585706E-03   2.12058437E+00   9.10196767E+01   4.61341392E+01   7.00503000E-01   2.44080000E-01   3.01381000E-01 
  2.25591416E+01   5.50818507E+00   4.69341243E+01   1.46954279E-03   1.27866346E+00   2.43886874E+01   7.65138795E+01   1.55237000E+00   2.36319000E-01   8.38476000E-01 
  5.60398513E+01   3.64015454E+01   4.96775759E+01   4.75245884E-02   1.58272840E+00   4.01747748E+01   6.91953678E+01   8.03309300E+00   1.68249400E+00   1.67465900E+00 
  4.14101050E+01   2.79024704E+01   4.36806090E+01   5.87679364E-02   2.05454039E+00   8.06299392E+01   2.28824484E+01   2.00774400E+01   1.51870000E+00   9.73363000E-01 
  6.54757765E+00   5.49326509E+01   7.61824912E+01   1.38841172E-01   2.10025267E+00   8.84908132E+01   5.39904570E+01   1.62552300E+01   7.52391000E-01   2.56556000E-01 
  1.52860019E+01   6.77216876E+01   2.92412283E+01   9.79911044E-03   1.15240299E+00   2.42854561E+01   4.80394281E+01   2.49575800E+00   3.75520000E-02   3.54058000E-01 
  6.94435433E+01   5.72320631E+01   1.48141743E+02   2.68049759E-02   9.55675182E-01   1.87054359E+01   4.37240813E+01   4.91653300E+00   4.27712000E-01   7.72482000E-01 
  6.31379964E+01   1.66940120E+01   1.19539439E+01   3.90372931E-03   2.07739228E+00   8.52426249E+01   5.63968397E+01   2.65489400E+01   1.01084300E+00   3.88282600E+00 
  2.87676597E+01   1.78878211E+01   2.29824053E+01   1.10087936E-01   1.87034370E+00   6.20973160E+01   6.49849577E+01   6.10626800E+00   4.31853000E-01   1.05759900E+00 
  2.58864398E+01   5.55325912E+01   1.40169429E+01   6.66604442E-03   2.12489685E+00   9.22449882E+01   6.23374886E+01   1.04685900E+00   1.31676000E-01   7.77132000E-01 
  6.66440359E+01   6.29760333E+01   1.64532485E+02   1.01266767E-02   9.95849472E-01   1.69540126E+01   8.65861659E+01   4.23748000E-01   4.75940000E-02   8.90681200E+00 
  6.60388853E+01   3.47798959E+01   1.02608510E+02   3.64557061E-03   1.53893381E+00   4.29182428E+01   8.92163672E+01   1.59738000E+01   2.93574900E+00   1.47520000E+01 
  5.29404095E+01   2.92253081E+01   1.47924731E+02   2.55951770E-03  -2.93704325E-01   7.10443254E-01   5.29410682E+01   8.54616000E-01   5.64090000E-02   3.35805000E+00 
  6.59523930E+01   5.06319117E+01   9.69145291E+01   8.51635063E-03   1.78261553E+00   9.12630457E+01   9.28540066E+01   3.35788200E+00   2.22758000E-01   2.42872700E+00 
  2.97028338E+01   1.79500979E+01   1.30463714E+02   5.56843203E-03   1.61196492E+00   4.40127727E+01   2.10940638E+01   5.70345700E+00   2.00808000E-01   6.70195000E+00 
  1.73379493E+01   6.16328094E+01   1.71833746E+02   3.93543685E-02   1.52760422E+00   3.99082303E+01   4.76544570E+01   1.38257800E+00   5.67700000E-02   1.88223000E-01 
  4.26391592E+01   4.72716785E+01   1.05128279E+02   2.88564124E-03   1.51098766E+00   4.85132261E+01   9.78995014E+01   1.31455400E+01   6.09616000E-01   5.71238200E+00 
  1.49380724E+01   8.74379181E+00   1.25852752E+02   2.63424326E-02   1.44410836E+00   3.28872699E+01   6.98646813E+01   1.39963400E+00   7.27910000E-02   8.77960000E-01 
  5.50869544E+00   4.75788082E+01   2.42700607E+01   2.81775707E-02   1.42608283E+00   3.47256750E+01   4.37429859E+01   1.76298200E+00   1.25123000E-01   1.62360300E+00 
  6.05244369E+01   5.74591522E+01   1.13886460E+02   2.88542642E-01   2.18075300E+00   9.76666039E+01   2.12931494E+01   9.61344500E+00   1.58094000E-01   1.67672700E+00 
  2.21024191E+01   5.44829855E+01   8.79224570E+01   3.00273468E-01   1.28606817E+00   2.85613290E+01   2.88661629E+01   4.25001000E-01   8.66010000E-02   6.09580000E-02 
  2.12434942E+01   2.60635671E+01   8.23885170E+01   5.95600309E-02   1.61191935E+00   4.41178998E+01   2.77140667E+01   2.63140300E+00   2.67825000E-01   2.94290600E+00 
  1.81852988E+01   5.11595790E+01   8.67788853E+01   1.81123463E-02   1.94190392E+00   6.99070943E+01   3.28031203E+01   3.87957100E+00   1.90697000E-01   4.18479700E+00 
  2.64621243E+00   1.44437800E+01   7.95475539E+00   3.42988956E-01   1.90010886E-01   5.16276565E+00   3.47697496E+01   5.11888600E+00   1.17649000E-01   1.44440900E+01 
  6.48147650E+01   6.38780333E-01   1.51941471E+02   4.55057885E-01   1.08119128E+00   1.90786222E+01   8.92888495E+01   4.28803200E+00   1.02404000E-01   3.29623300E+00 
  4.40835716E+01   4.07508150E+01   5.26659604E+01   6.29043544E-03   1.95329117E+00   7.16273312E+01   4.84940948E+01   9.77787400E+00   3.15212000E-01   2.55947200E+00 
  4.62880186E+01   2.37556329E+00   3.62177990E+00   6.84232034E-03   6.36314528E-01   1.19057588E+01   3.95040990E+01   3.96822000E-01   5.95800000E-03   2.85447000E-01 
  4.44508136E+01   2.05910272E+01   8.19041845E+01   6.97358798E-02   5.13597458E-01   9.64292373E+00   3.86000275E+01   1.79289500E+00   4.02820000E-02   2.43646000E-01 
  2.14604544E+01   3.43889187E+01   6.01066712E+01   1.20426576E-02   7.96200835E-01   1.44825572E+01   6.04940124E+01   1.68117900E+00   1.91515000E-01   6.00456400E+00 
  4.72252441E+01   4.46642193E+01   6.92347415E+01   2.50278163E-03   1.64659827E+00   4.44614360E+01   6.44981557E+01   3.13125900E+00   2.63919000E-01   2.53552100E+00 
  5.95831283E+01   1.08057241E+01   8.00676212E+01   1.56652823E-03   6.37425282E-01   1.07788452E+01   6.98502190E+01   1.32708900E+01   1.15914000E+00   9.48961000E-01 
  6.05204501E+01   1.35139372E+01   7.13401819E+01   8.17215913E-03   1.84839980E+00   6.17695047E+01   4.45050985E+01   1.17644300E+01   3.35042000E-01   1.82062900E+00 
  2.81344667E+01   6.99740428E+01   7.05518762E+01   2.06959042E-03   1.68851017E+00   4.85442038E+01   3.38596266E+01   1.19414400E+00   7.92310000E-02   1.01945000E-01 
  3.76279823E+01   1.34252569E+00   4.13265362E+01   1.77918452E-01   1.79088070E+00   5.63208556E+01   3.06574612E+01   3.13184000E-01   2.68050000E-02   3.64478000E-01 
  6.63592748E+01   2.17676085E+01   1.56647723E+02   3.02396533E-03   1.72311100E+00   5.00526595E+01   8.01344497E+01   2.26533200E+01   1.81058000E-01   3.17758600E+01 
  2.32956848E+01   6.75972250E+01   1.49103150E+02   2.20718288E-02   1.99169622E+00   7.45400419E+01   6.33714010E+01   3.51233700E+00   6.17470000E-02   1.41250100E+00 
  3.15278385E+01   4.43815247E+01   5.18745420E+00   2.71725824E-01   1.37956716E+00   3.23542032E+01   3.15424469E+01   1.76358300E+00   3.00800000E-02   5.96798000E-01 
  2.18239294E+00   4.99267528E+01   1.43373094E+02   4.08850051E-01   2.96009804E-01   5.57805697E+00   8.26012710E+01   2.02753200E+00   3.24740000E-02   1.20549700E+00 
  1.85624575E+01   4.92970131E+01   3.37904468E+01   7.16398888E-02   2.06529811E+00   8.31598882E+01   4.09556050E+01   4.94259800E+00   6.09385000E-01   1.23220000E+00 
  8.40630860E+00   6.34624500E+00   1.76827028E+02   7.44720097E-03   2.04922567E+00   7.98906135E+01   2.15275700E+01   8.72474500E+00   1.13081400E+00   1.86511300E+00 
  2.66563991E+01   6.29875540E+01   7.46802046E+01   4.83405858E-01   7.76601626E-01   1.46304650E+01   3.89213192E+01   5.50758000E-01   2.05930000E-02   1.24172000E-01 
  4.95796755E+01   5.53059953E+01   5.69534922E+01   2.82440347E-02   1.92226501E+00   9.71439514E+01   8.64095662E+01   5.66051300E+00   5.82020000E-02   4.50056000E-01 
  5.18003290E+01   5.83226059E+01   8.45808701E+00   4.11061753E-03   2.03905460E+00   7.96322428E+01   3.80499478E+01   2.55656300E+00   9.11750000E-02   9.46420000E-02 
  2.05973219E+01   3.90975925E+01   5.69083372E+01   1.31091219E-02   1.34402221E+00   3.05289136E+01   9.62365469E+01   1.02970100E+00   2.75930000E-02   1.72091000E-01 
  1.87955598E+01   6.10105593E+01   3.39031312E+01   3.73816064E-03   1.88221950E+00   6.47680011E+01   4.31248981E+01   5.77902500E+00   2.45047000E-01   1.42014800E+00 
  6.94236530E+01   1.36142540E+01   1.00699764E+02   4.71123860E-03   1.83382937E+00   5.76807666E+01   7.10364149E+01   1.74354500E+00   1.34859000E-01   7.80277000E-01 
  3.98654696E+01   6.88951744E+01   1.22465413E+02   3.03744592E-03   2.13789230E+00   9.37694284E+01   5.12658570E+01   3.49034000E-01   3.46790000E-02   4.67588000E-01 
  6.44779136E+01   3.12694683E+01   1.01270176E+02   2.52404924E-03   1.64255734E+00   4.59945573E+01   3.80970331E+01   2.34685300E+00   1.54425000E-01   1.60695800E+00 
  4.15007539E+01   5.70888198E+01   1.24110211E+02   1.46534824E-01   1.28069402E+00   2.70562994E+01   9.66824827E+01   7.25379000E-01   2.83990000E-02   3.32507000E-01 
  4.01494143E+01   3.65795679E+01   8.44404922E+01   1.40974419E-01   1.77609765E+00   8.82441017E+01   9.27246292E+01   2.79153200E+01   1.75362000E-01   2.28619300E+01 
  3.64305205E+01   5.14228346E+01   1.52592565E+02   4.20931879E-02   1.58322161E+00   5.72749657E+01   9.59579173E+01   2.69197100E+01   3.80452000E-01   7.50792600E+00 
  2.24254155E+01   5.97241421E+01   8.93896944E+00   1.11597840E-01   1.43976650E+00   3.50020716E+01   5.31788861E+01   4.14710200E+00   2.33576000E-01   3.57867400E+00 
  3.53899319E+01   1.78057261E+01   1.73151718E+02   2.14636246E-01   2.14071996E+00   9.28108996E+01   3.18764620E+01   6.07836500E+01   4.31670000E-01   2.86086600E+02 
  5.20686962E+01   5.61845354E+01   2.27824397E+01   6.69471380E-03   1.87642449E+00   6.43111616E+01   5.15800262E+01   1.36855600E+01   5.06642000E-01   7.93720000E-01 
  2.98100704E+01   3.17055005E+01   5.31417974E+01   1.04515989E-01   9.96568417E-01   1.92981165E+01   5.47052479E+01   3.52552500E+00   4.34900000E-02   5.08443000E-01 
  9.71752233E+00   2.12497649E+01   2.32274695E+01   1.86240913E-02   1.43778518E+00   3.49939164E+01   5.25760754E+01   2.95947200E+00   7.78780000E-02   1.09887100E+00 
  4.70985600E+01   1.37707034E+01   1.54070053E+02   5.61752814E-02   2.00134064E+00   7.60705497E+01   5.53405131E+01   1.51574100E+01   1.46740900E+00   1.05404000E+00 
  6.17461265E+01   2.64929949E+01   1.50596610E+02   4.84304952E-03   1.19335702E+00   2.56260297E+01   4.61697656E+01   4.45275900E+00   1.55765000E-01   5.39342300E+00 
  6.30672694E+01   4.39996617E+01   2.82482250E+01   2.47455415E-01   1.12714945E+00   2.33152614E+01   2.20264537E+01   3.01367000E+00   4.44710000E-02   2.49989400E+00 
  1.37005236E+01   4.84462151E+01   1.01975037E+02   2.68547856E-02   1.51415246E+00   3.64918700E+01   8.10174075E+01   2.87443200E+00   1.31157000E-01   2.09498800E+00 
  6.37276010E+01   2.84258732E+01   6.45864063E+01   5.90441966E-02   1.34241941E+00   3.06008035E+01   2.89670992E+01   2.67661000E+00   1.84388000E-01   2.37836000E-01 
  4.73145405E+01   3.40908828E+01   1.47361174E+02   4.29237777E-03   1.65128849E+00   4.32910209E+01   7.68902288E+01   8.57297700E+00   2.91049000E-01   5.57958400E+00 
  6.83621912E+01   6.55187007E+01   3.17542707E+00   2.37260808E-03   4.34313349E-01   8.50968963E+00   2.29916276E+01   6.18483000E-01   4.28210000E-02   1.30478000E-01 
  5.09328898E+00   6.85795603E+01   1.41207735E+02   2.82143760E-03   1.62907911E+00   4.83334233E+01   8.68802968E+01   4.38044300E+00   1.96504000E-01   4.39910700E+00 
  5.42048737E+01   6.73166644E+01   4.99659479E+01   5.98276764E-03   1.62294274E+00   7.16389023E+01   9.74328673E+01   1.69241900E+00   1.31010000E-01   1.18681100E+00 
  4.27339762E+01   2.71647182E+01   1.11762489E+02   3.98614264E-01   1.87516800E+00   6.31572752E+01   6.03134573E+01   1.22941400E+01   3.81086000E-01   9.91928200E+00 
  5.09353179E+01   5.62662435E+01   1.09184167E+02   4.96661276E-01   1.71736347E+00   8.78476079E+01   9.54537565E+01   1.40893900E+00   5.91190000E-02   9.98098000E-01 
  3.79233139E+01   3.03806448E+01   7.75241365E+01   1.19993172E-02   2.16972353E+00   9.66686999E+01   2.89009760E+01   4.38357500E+00   2.31779000E-01   2.47709600E+00 
  4.62430649E+01   2.54711174E+01   5.87176810E+01   5.53681045E-02   1.04995583E+00   2.10586767E+01   3.96113372E+01   1.32676900E+01   8.63922000E-01   9.76023400E+00 
  1.12259145E+01   1.82651662E+01   1.02598400E+02   3.71941809E-02   2.04356848E+00   7.99242450E+01   6.73106217E+01   1.80898200E+01   2.07445000E-01   1.53440600E+00 
  1.39342078E+01   6.69893635E+01   1.38060841E+02   9.55694731E-03   1.61946827E+00   4.44965954E+01   2.54922242E+01   9.45142700E+00   5.21062000E-01   3.44917100E+00 
  1.02688031E+01   3.21826172E+01   1.32706167E+02   3.76334168E-03   8.78053291E-01   1.68312409E+01   2.65066619E+01   2.09875500E+00   4.14680000E-02   6.06369000E-01 
  4.00258647E+01   1.33932877E+01   7.57172619E+01   5.35962015E-02   1.82242262E+00   5.72720454E+01   6.65215215E+01   4.43952900E+00   1.98099000E-01   3.09094000E-01 
  4.83431164E+01   1.71939668E+01   1.70201372E+02   1.07024014E-02   1.64108728E+00   6.49058169E+01   9.46345072E+01   1.46665600E+00   1.30736000E-01   1.86958700E+00 
  3.70543815E+01   5.17309502E+01   1.36693244E+02   7.51998924E-03   1.40621440E+00   3.36566776E+01   3.47388410E+01   1.45351100E+01   1.26634000E-01   1.01478400E+01 
  6.88907126E+01   5.34855987E+01   3.49913861E-01   2.85024031E-03   1.10061031E+00   1.89423406E+01   9.85689207E+01   9.83133400E+00   2.49237000E-01   1.52692500E+01 
  1.25269439E+01   1.40636023E+01   2.48289253E+01   6.13599357E-03   1.76982405E+00   5.49282898E+01   4.36769608E+01   8.54256400E+00   3.58455000E-01   1.32650300E+00 
  8.07170378E+00   2.40905336E+01   1.64871406E+02   9.16128170E-03   2.05548845E+00   8.29938780E+01   7.19243503E+01   2.60053400E+00   1.35930000E-01   7.99053000E-01 
  6.65973519E+01   6.69203948E+01   2.55136493E+01   8.37394443E-03   2.15988016E+00   9.66129288E+01   4.68862137E+01   4.01837900E+00   2.16847000E-01   3.30690900E+00 
  4.52951074E+01   4.66683234E+00   7.58233285E+01   2.01043504E-02   1.84421522E+00   5.88797070E+01   6.97459530E+01   5.02727000E-01   3.01980000E-02   9.08391000E-01 
  5.25958931E+01   4.99004345E+01   3.05150125E+01   1.43698392E-02   1.85361281E+00   6.12002331E+01   5.96603231E+01   5.26620300E+00   1.95870000E-01   1.67410300E+00 
  2.49652673E+00   9.43109690E+00   7.99141634E+01   1.45164570E-03   9.57085875E-01   1.61640869E+01   8.45201018E+01   1.09425100E+01   4.80150000E-02   3.70166400E+00 
  2.78996423E+01   6.17109823E+01   1.85470355E+01   6.53214976E-02   1.99345856E+00   7.53833781E+01   4.48851470E+01   7.86844100E+00   6.89300000E-02   1.36198600E+00 
  2.38550203E+01   3.82556665E+01   2.86623153E+01   5.05888088E-03   1.21747744E+00   2.27017846E+01   8.06515226E+01   1.90211000E+01   3.84804000E-01   3.13947500E+00 
  1.59224083E+01   5.09118785E+01   5.07208460E+01   9.31806508E-03   9.64268064E-01   1.89269785E+01   4.77150332E+01   2.19013000E-01   5.62100000E-02   4.83630000E-02 
  5.02799730E+01   6.06676301E+01   8.70599641E+01   4.31914320E-03   8.14238759E-01   1.54245297E+01   3.19643665E+01   4.63032000E-01   9.74390000E-02   7.93300000E-02 
  3.58411936E+01   1.85021306E+01   2.61160230E+01   1.08895343E-01   1.71838847E+00   5.07142136E+01   4.56440435E+01   1.34843400E+00   5.87130000E-02   5.14910000E-01 
  2.56106735E+01   4.89229550E-02   2.60070578E+01   1.57398872E-01   1.84342830E+00   5.89627865E+01   7.56773779E+01   5.86017000E-01   8.03500000E-03   8.74645000E-01 
  2.38897249E+01   1.64931840E+01   8.24269858E+01   1.47238505E-01   1.70386802E+00   4.64528325E+01   7.22511434E+01   4.89359000E-01   1.46560000E-02   3.32271000E-01 
  4.29702329E+01   2.81791539E+01   8.50683935E+01   4.77344904E-01  -2.62829569E-01   9.12990383E-01   4.66579011E+01   2.99884000E+00   6.19740000E-02   3.01878600E+00 
  6.65475449E+01   3.05888425E+01   3.05130203E+00   1.02741735E-01   1.14256691E+00   2.30163558E+01   5.87917944E+01   7.47008900E+01   2.53566900E+00   1.04521400E+01 
  3.97746056E+01   2.64834150E+01   1.85559082E+01   2.77443602E-02   1.23871995E+00   2.69050098E+01   2.19580658E+01   3.36385500E+00   1.78611000E-01   1.16033000E-01 
  4.02339713E+01   3.11968222E+01   6.25991325E+01   1.21116647E-02   1.44884342E+00   3.33123216E+01   6.83225924E+01   3.89700000E-01   2.44710000E-02   3.18440000E-01 
