SZA(¦È_0)  VZA(¦È)  RAA(¦¤¦Õ)  ¦Ó_a(865)  angstrom(443/865)  f_v  RH  CHL  CDOM  MIN 
  6.53926331E+01   2.97846799E+01   1.77804273E+02   1.75878051E-01   1.95157817E+00   8.71722681E+01   8.98624099E+01   4.67732700E+00   1.92209000E-01   2.28438800E+00 
  3.82712916E+01   7.46802184E+00   8.03942349E+01   1.18378394E-02   1.86743152E+00   4.72969222E+01   7.27454082E+01   4.47170300E+00   8.95580000E-02   8.86898000E-01 
  1.07583855E+01   2.98390363E+01   5.90551807E+01   1.13661716E-01   2.12774840E+00   7.33902827E+01   4.03930589E+01   3.93928600E+00   4.17450000E-02   8.15068000E-01 
  2.00683517E+01   2.55877020E+01   9.17823239E+00   1.74752810E-01   1.63918406E+00   3.81122522E+01   2.78332791E+01   3.09457000E+00   1.40794000E-01   1.10140900E+00 
  1.71886034E+01   6.09295804E+01   1.05742197E+02   1.26995218E-01   1.24394965E+00   2.23715341E+01   5.20664351E+01   5.78729000E-01   9.26690000E-02   3.64449000E-01 
  6.77892428E+01   5.71099359E+01   9.52547524E+01   1.67506012E-01   1.91830794E+00   5.47847290E+01   5.14227697E+01   2.09550000E+00   3.75035000E-01   5.97974000E-01 
  5.07007807E+00   6.11640153E+01   1.65526938E+02   4.19341214E-01   1.01174040E+00   1.29145480E+01   9.01223538E+01   5.85727000E-01   4.34610000E-02   6.52913000E-01 
  4.03276668E+01   6.55472219E+01   1.11813740E+02   2.97737425E-03   7.12812269E-01   7.64464654E+00   8.25321395E+01   6.02666900E+00   8.48100000E-02   4.47600400E+00 
  5.29911235E+01   1.97515951E+01   9.92228209E+00   1.23700066E-03   2.24580761E+00   8.59901685E+01   2.76682377E+01   1.82546200E+01   8.34056000E-01   1.91804800E+00 
  3.89954305E+01   6.59294966E+01   1.13997091E+02   1.87690540E-02   1.68370077E+00   3.64053306E+01   7.25480099E+01   2.19842300E+00   6.83170000E-02   1.41199200E+00 
  2.28506096E+01   3.83194970E+01   3.73575032E+01   3.56151888E-03   1.36333077E+00   2.64295497E+01   2.86102860E+01   2.26898800E+00   7.36960000E-02   4.29033100E+00 
  4.03200495E+01   3.80169265E+01   7.11712185E+01   2.87489305E-03   2.22050392E+00   8.26849056E+01   2.74319525E+01   5.83352400E+00   1.26485000E-01   5.66072800E+00 
  5.84676767E+01   6.88611781E+01   7.24472636E+01   1.74897409E-03   2.21004812E+00   8.19080632E+01   6.93161239E+01   2.11378000E+00   8.06000000E-02   1.47553300E+00 
  1.47777921E+01   5.28253857E+01   8.56361992E+01   2.39619103E-02   1.63935845E+00   4.54984857E+01   9.50951394E+01   5.45367400E+00   2.20989000E-01   6.58274000E-01 
  3.50923747E+01   3.46907908E+00   3.20724228E+00   5.37540059E-02   1.67804008E+00   3.71164178E+01   7.03271804E+01   1.06412400E+00   7.87900000E-02   5.54833000E-01 
  3.15140658E+01   7.77787658E+00   5.86945971E+01   1.40654028E-02   1.74375075E+00   4.01814060E+01   7.17087403E+01   9.55992000E-01   8.17890000E-02   2.66407000E-01 
  4.24661194E+01   2.12523348E+01   2.49030485E+01   1.38769872E-02   2.22901759E+00   8.45096782E+01   4.54917960E+01   6.52210000E+00   2.54536000E-01   4.12665000E-01 
  5.48805561E+01   4.93596436E+01   8.20015676E+01   9.90520022E-02   2.31132866E+00   9.46650046E+01   2.50053963E+01   2.80624500E+00   1.42912000E-01   2.36005500E+00 
  3.97146200E+01   6.80586960E+01   1.43274822E+02   2.29499841E-02   2.16731777E+00   7.72629561E+01   4.27701008E+01   1.83027200E+01   4.64146000E-01   9.78115800E+01 
  5.36869407E+01   2.06153436E+00   1.21986351E+02   9.80731061E-03   1.29273843E+00   2.41575330E+01   4.44560580E+01   3.12366600E+00   1.10551000E-01   6.79711000E-01 
  2.41804479E+01   5.04134118E+01   1.60988441E+02   2.07606024E-02   1.57407515E+00   3.19833779E+01   6.94380674E+01   2.42332800E+00   2.24902000E-01   1.48325300E+00 
  6.16930687E+01   7.82627580E+00   2.59456513E+01   2.33795475E-03   2.09291525E+00   6.96759527E+01   2.16839922E+01   6.76553200E+00   1.14494000E-01   4.03890000E-01 
  9.63961642E+00   1.31177544E+01   2.07018587E+01   1.05336104E-01   1.85821356E+00   6.09207942E+01   8.66957572E+01   1.41936000E+00   1.02906000E-01   1.35533200E+00 
  4.98796322E+01   6.24929753E+01   3.61755608E+01   3.97242034E-01   1.90641746E+00   8.90392282E+01   9.23109029E+01   2.39645200E+00   1.95328000E-01   7.84179600E+00 
  1.46773980E+00   5.07043704E+01   1.41618125E+02   3.61511552E-01   2.33703687E+00   9.81814120E+01   2.42558298E+01   4.30163900E+00   3.60409000E-01   1.56431400E+00 
  6.99686565E+01   6.02992248E+01   1.53537105E+02   9.05513000E-02   2.31571866E+00   9.60391534E+01   4.12809824E+01   1.87040600E+00   5.89419000E-01   1.24282700E+00 
  1.49575517E+01   5.30149299E+01   1.77621555E+02   9.68961597E-03   1.23486190E+00   2.23247399E+01   3.36694873E+01   3.56890200E+00   1.18204000E-01   1.65228000E+00 
  5.69525633E+01   4.68517698E+01   1.40422905E+02   1.93728501E-02   1.59091852E+00   3.58410050E+01   4.38152359E+01   3.52802400E+00   1.63452000E-01   2.14554100E+00 
  2.89975388E+01   2.85127846E+00   1.75907593E+02   3.72814064E-02   2.17710972E+00   8.06234483E+01   7.48814388E+01   1.35996000E+00   5.24200000E-02   1.66977300E+00 
  2.82595656E+01   2.55639797E+01   1.44336238E+02   7.03529292E-03   1.97788996E+00   5.94450843E+01   5.47601825E+01   1.11774400E+01   1.84233000E-01   2.91609600E+01 
  6.43230992E+01   5.55341466E+01   1.38896562E+02   2.21265766E-02   2.31202316E+00   9.59179376E+01   4.94598471E+01   2.65199500E+01   4.30186000E-01   2.28099200E+01 
  2.55152123E+01   9.06487350E+00   1.57837552E+02   1.79902964E-03   2.29619700E+00   9.34144282E+01   4.27737230E+01   3.35602900E+00   9.60960000E-02   1.82000600E+00 
  1.26595382E+01   9.31229616E+00   4.78692054E+01   1.13680131E-03   1.96577416E+00   5.85432272E+01   2.54251984E+01   5.00506400E+00   1.69529000E-01   1.78781300E+00 
  5.23808348E+01   6.96560616E+00   1.28626494E+02   2.25889554E-01   1.34786672E+00   2.59252224E+01   3.26888813E+01   5.57894800E+00   1.56115000E+00   2.94094000E-01 
  6.08758907E+01   1.04789537E+01   3.40479816E+01   5.44166485E-02   1.85608655E+00   8.46407291E+01   9.40212960E+01   8.22607800E+00   8.16280000E-02   1.24751600E+01 
  1.85435508E+01   2.80257407E+01   9.66040295E+01   4.29040694E-02   1.78853551E+00   8.04236632E+01   9.66366383E+01   2.71237400E+00   1.74613000E-01   6.64840000E-01 
  3.56903845E+01   4.87817686E+01   1.42558362E+02   6.86428138E-03   1.98726304E+00   8.76412533E+01   8.79470541E+01   2.72602800E+00   2.31039000E-01   1.82879000E-01 
  2.45348476E+01   6.56060533E+01   1.26106973E+02   2.20934172E-01   1.50923076E+00   3.09227669E+01   5.68337883E+01   2.41052000E+01   4.00344000E-01   5.22979000E+00 
  1.32687332E+01   6.24603468E+01   5.54590645E+01   3.12356709E-01   1.15215882E+00   1.58123158E+01   9.48563468E+01   4.80632400E+00   2.24228000E-01   8.03480000E-02 
  6.44312143E+01   1.25712174E+01   4.69348356E+01   3.15193759E-03   7.06946408E-01   7.73601223E+00   7.73674311E+01   6.17335000E-01   6.57010000E-02   9.02400000E-02 
  3.83986583E+01   2.34507959E+01   7.07610335E+01   3.83425726E-01   1.56104735E+00   3.84876896E+01   9.63122927E+01   6.91020000E-01   1.48960000E-02   2.47943000E-01 
  2.14335315E+01   1.49058236E+01   1.48208859E+02   1.31900027E-01   1.62589189E+00   3.75868908E+01   4.88595075E+01   9.84338000E-01   5.46380000E-02   4.20773000E-01 
  6.48356348E+01   7.46536963E+00   7.57693212E+01   1.64259380E-03   1.50458218E+00   3.17160234E+01   3.02187884E+01   1.54265800E+00   1.06223000E-01   1.20049800E+00 
  1.89564102E+01   3.60863788E+01   9.19706924E+01   4.54028897E-02   1.87132427E+00   5.09707390E+01   3.70769632E+01   4.81936000E+00   1.29256000E-01   3.16404900E+00 
  1.84012833E+01   2.26718766E+01   1.37670267E+02   9.61832088E-02   2.85903234E-01   3.41860584E+00   7.28849901E+01   1.55237000E+00   2.36319000E-01   8.38476000E-01 
  4.05793886E+01   3.93439291E+01   4.34585787E+00   2.25868525E-01   1.86086831E+00   5.39639651E+01   8.29931813E+01   2.00774400E+01   1.51870000E+00   9.73363000E-01 
  8.84116089E+00   1.47600804E+00   1.74716402E+02   4.18352040E-02   1.99087743E+00   7.70812705E+01   8.48304236E+01   1.62552300E+01   7.52391000E-01   2.56556000E-01 
  1.50141623E+01   6.98596931E+00   3.00560283E+01   3.72164147E-03   2.18383140E+00   7.86371161E+01   6.55720045E+01   2.49575800E+00   3.75520000E-02   3.54058000E-01 
  4.92785128E+01   1.28298732E+01   1.32552870E+02   1.07240226E-01   1.87971121E+00   5.15148785E+01   2.83958336E+01   4.91653300E+00   4.27712000E-01   7.72482000E-01 
  3.36186273E+01   1.84723137E+01   1.01280490E+02   1.64060333E-02   1.64689979E+00   3.37306029E+01   7.75543772E+01   2.65489400E+01   1.01084300E+00   3.88282600E+00 
  4.11511840E+01   2.45822457E+01   1.52599062E+02   8.72432751E-03   1.70378723E+00   4.78518809E+01   9.15445298E+01   4.23748000E-01   4.75940000E-02   8.90681200E+00 
  3.76245167E+00   5.84043360E+01   8.98235374E+01   8.45735805E-03   1.53908873E+00   2.82364129E+01   7.79813435E+01   1.59738000E+01   2.93574900E+00   1.47520000E+01 
  4.23520605E+01   1.13196385E+01   1.42484812E+01   2.63918609E-03   2.01321065E+00   6.06840177E+01   7.30718127E+01   5.28727800E+00   1.30393000E-01   1.03851700E+01 
  3.29974199E+01   6.62446203E+01   1.59317116E+02   1.75116248E-02   1.89674163E+00   6.04145153E+01   8.37360494E+01   1.64998900E+00   3.97310000E-02   1.49455800E+00 
  2.37772382E+01   5.31573951E+01   1.52462822E+02   2.60881293E-01   1.73450632E+00   5.11855595E+01   9.14862622E+01   3.35788200E+00   2.22758000E-01   2.42872700E+00 
  2.32506725E+01   1.49539458E+01   6.22239048E+01   1.58564165E-03   2.12934611E+00   7.29339318E+01   6.49655181E+01   5.70345700E+00   2.00808000E-01   6.70195000E+00 
  3.44024108E+01   2.72189889E+00   5.52334429E+01   2.36683448E-01   2.15968388E+00   7.62968284E+01   3.45600530E+01   1.38257800E+00   5.67700000E-02   1.88223000E-01 
  4.61888314E+01   2.33817387E+00   1.68101608E+02   2.00584585E-02   1.92692767E+00   5.16216568E+01   7.56047372E+01   1.31455400E+01   6.09616000E-01   5.71238200E+00 
  1.90527252E+01   3.55911921E+01   8.98058955E+01   4.40923388E-03   1.97327142E+00   5.88061944E+01   5.65398433E+01   1.76298200E+00   1.25123000E-01   1.62360300E+00 
  5.48332394E+01   1.76404025E+01   1.61992224E+02   2.45604237E-01   2.25007945E+00   8.65247047E+01   2.70026803E+01   9.61344500E+00   1.58094000E-01   1.67672700E+00 
  6.28734914E+01   1.99328468E+01   7.77862057E+01   3.83133748E-02   1.02404005E+00   1.68392979E+01   4.07935267E+01   2.63140300E+00   2.67825000E-01   2.94290600E+00 
  2.19338871E+01   2.33771747E+01   1.04848171E+02   2.19642547E-03   1.96645745E+00   9.80765638E+01   9.09314189E+01   3.87957100E+00   1.90697000E-01   4.18479700E+00 
  6.14453935E+01   3.65021703E+01   1.55938417E+02   3.05832052E-03   1.50497327E+00   3.34731421E+01   9.77161352E+01   5.11888600E+00   1.17649000E-01   1.44440900E+01 
  3.25719191E+01   4.80661357E+01   1.05239824E+01   7.64313720E-02   4.23290144E-01   6.11516927E+00   3.40766850E+01   4.28803200E+00   1.02404000E-01   3.29623300E+00 
  6.14390208E+01   5.81252475E+01   8.56284706E+01   3.93053737E-02   2.23462739E+00   8.70811295E+01   7.14455614E+01   1.79289500E+00   4.02820000E-02   2.43646000E-01 
  5.57920309E+01   6.06523069E+01   1.00563966E+02   1.16198048E-03   1.85132916E+00   4.61491314E+01   7.60874344E+01   3.13125900E+00   2.63919000E-01   2.53552100E+00 
  2.03323416E+01   5.54178493E+01   5.02120003E+01   4.62970804E-01   1.87965621E+00   4.97105220E+01   6.30097817E+01   1.32708900E+01   1.15914000E+00   9.48961000E-01 
  2.01082587E+01   3.24778470E+01   8.68492875E+01   1.03060367E-03   1.91680366E+00   9.33052313E+01   9.24490167E+01   1.17644300E+01   3.35042000E-01   1.82062900E+00 
  2.02342034E+01   5.29845556E+01   1.78779846E+02   3.09027536E-01   1.74007456E+00   4.26875421E+01   5.57983037E+01   1.19414400E+00   7.92310000E-02   1.01945000E-01 
  6.44904839E+01   2.33716219E+00   6.28762304E+01   3.91429522E-01   8.99381595E-01   1.07422057E+01   7.62000893E+01   3.13184000E-01   2.68050000E-02   3.64478000E-01 
  5.18482819E+01   5.97274681E+01   1.24451178E+02   6.41727292E-03   1.68495171E+00   6.28390159E+01   9.85150979E+01   2.02753200E+00   3.24740000E-02   1.20549700E+00 
  4.53724103E+01   1.15228594E+01   1.28174445E+02   1.81402641E-03   1.52510548E+00   3.26309304E+01   2.48763473E+01   4.94259800E+00   6.09385000E-01   1.23220000E+00 
  2.84284089E+01   2.12921450E+01   2.02506091E+01   2.53151738E-03   1.72590172E+00   3.94234908E+01   7.10813031E+01   8.72474500E+00   1.13081400E+00   1.86511300E+00 
  3.92685021E+00   4.19276495E+01   9.87169675E+01   2.35031637E-03   1.43973248E+00   2.90258681E+01   2.11704000E+01   5.50758000E-01   2.05930000E-02   1.24172000E-01 
  3.24608992E+01   5.64089179E+01   9.50760166E+01   3.36527184E-01   1.67805519E+00   4.48350770E+01   9.08528517E+01   3.14908300E+00   7.85760000E-02   5.49375000E-01 
  3.30164406E+01   4.29616419E+01   7.59286713E+01   3.37003381E-03   2.14660869E+00   7.49173517E+01   2.99924401E+01   1.02970100E+00   2.75930000E-02   1.72091000E-01 
  3.04062873E+01   2.83518169E+01   4.23882773E+01   2.08020265E-03   1.56650781E+00   3.45133088E+01   8.93250230E+01   6.41214100E+00   5.00330000E-02   1.12248800E+00 
  7.54241519E+00   4.15162668E+01   1.10228299E+02   1.44347704E-01   1.98913977E+00   5.88737286E+01   6.68635680E+01   4.28567000E+00   2.26528000E-01   6.78850000E-02 
  5.17513806E+01   3.90339611E+00   1.17282586E+02   1.31256596E-02   2.29959396E+00   9.49995114E+01   6.02384865E+01   1.74354500E+00   1.34859000E-01   7.80277000E-01 
  3.01003342E+01   1.24869018E+01   1.74643695E+02   2.20688346E-03   1.91015214E+00   5.30346538E+01   5.82632689E+01   3.49034000E-01   3.46790000E-02   4.67588000E-01 
  2.12915132E+00   5.08303527E+01   1.03445331E+02   3.31814889E-02  -4.41121970E-02   9.43083211E-01   6.09256565E+01   2.34685300E+00   1.54425000E-01   1.60695800E+00 
  2.17439494E+00   9.13839857E+00   1.47696853E+02   2.73665319E-01   1.30538562E+00   2.10058208E+01   9.01515643E+01   7.25379000E-01   2.83990000E-02   3.32507000E-01 
  6.05711733E+01   1.33805540E+01   6.69941188E+01   6.35529155E-02   2.17317232E+00   7.85626882E+01   7.24993677E+01   2.79153200E+01   1.75362000E-01   2.28619300E+01 
  3.85690420E+01   4.27463736E+01   2.81489549E+01   3.30938788E-01   1.37335666E+00   2.67671483E+01   2.91961722E+01   2.69197100E+01   3.80452000E-01   7.50792600E+00 
  4.88639314E+01   6.60815343E+00   1.21246644E+02   1.99651289E-01   1.65991838E+00   6.04095427E+01   9.94869826E+01   4.14710200E+00   2.33576000E-01   3.57867400E+00 
  3.81879329E+00   5.69013640E+01   6.55825649E+00   7.73957431E-02   2.14808598E+00   7.47948331E+01   6.65791926E+01   6.07836500E+01   4.31670000E-01   2.86086600E+02 
  6.78328471E+01   3.72190275E+01   1.42466108E+01   6.83973515E-02   1.90847830E+00   5.39025129E+01   5.18431085E+01   1.36855600E+01   5.06642000E-01   7.93720000E-01 
  3.14591923E+01   4.74954983E+01   7.92472792E+01   3.07352599E-02   2.23524700E+00   8.48655790E+01   3.40780815E+01   3.52552500E+00   4.34900000E-02   5.08443000E-01 
  7.57420233E+00   5.92535113E+01   1.50905883E+02   2.95262210E-03   2.11031179E+00   7.16263141E+01   3.56270177E+01   2.95947200E+00   7.78780000E-02   1.09887100E+00 
  4.73950490E+01   4.02960419E+01   5.63083433E+01   1.79441072E-03   2.06104561E-01   3.28513846E+00   5.82859959E+01   4.45275900E+00   1.55765000E-01   5.39342300E+00 
  3.75095449E+01   1.20319535E+01   2.50117866E+01   4.44188645E-02   8.94942704E-01   1.24295821E+01   6.91489386E+01   3.01367000E+00   4.44710000E-02   2.49989400E+00 
  3.95846073E+01   1.92289730E+01   7.56945155E+01   2.80170553E-01   9.48315535E-01   1.51494578E+01   2.10083391E+01   2.87443200E+00   1.31157000E-01   2.09498800E+00 
  2.87333130E+00   4.59116217E+01   1.14801042E+02   4.02936972E-03   2.28261947E+00   9.18891632E+01   5.00473628E+01   6.18483000E-01   4.28210000E-02   1.30478000E-01 
  1.88621859E+01   6.17671387E+01   1.24269633E+02   4.04215326E-02   1.29513747E+00   2.01289432E+01   9.45203967E+01   1.69241900E+00   1.31010000E-01   1.18681100E+00 
  5.58460307E+01   3.61208856E+01   1.26842103E+02   9.54810434E-02   2.20127197E+00   8.43004178E+01   7.42014525E+01   1.22941400E+01   3.81086000E-01   9.91928200E+00 
  6.28611989E+01   4.16508386E+01   8.26573966E+01   2.28337763E-02   1.53321523E+00   3.30158991E+01   2.69635959E+01   1.40893900E+00   5.91190000E-02   9.98098000E-01 
  5.30936489E+01   4.89163192E+01   3.89289399E+01   7.48906462E-02   1.96279803E+00   5.84274472E+01   3.29491114E+01   4.38357500E+00   2.31779000E-01   2.47709600E+00 
  4.79229838E+01   1.36899176E+00   1.46871118E+02   1.60757408E-02   1.23983971E+00   2.02108834E+01   6.84004582E+01   1.32676900E+01   8.63922000E-01   9.76023400E+00 
  1.96123209E+01   2.57199871E+00   1.04471792E+01   5.04254407E-03   1.57449301E+00   2.99819921E+01   8.01471182E+01   1.80898200E+01   2.07445000E-01   1.53440600E+00 
  3.76654320E+01   1.63227534E+01   4.05690008E+01   2.89569966E-01   2.31400910E+00   9.69201760E+01   5.77985486E+01   2.09875500E+00   4.14680000E-02   6.06369000E-01 
  6.51492136E+01   4.50856550E+01   1.14218714E+02   5.13167308E-03   2.24428378E+00   8.68562250E+01   5.73543473E+01   2.25098700E+00   8.14350000E-02   4.62479000E-01 
  6.18307979E+01   1.53156800E+01   4.39648283E+01   9.19720480E-03   2.08231322E+00   6.89802972E+01   3.35241505E+01   1.46665600E+00   1.30736000E-01   1.86958700E+00 
  3.00183394E+01   4.72954499E+01   1.63761921E+02   1.28674621E-02   2.24264737E+00   8.53147200E+01   2.12321233E+01   1.45351100E+01   1.26634000E-01   1.01478400E+01 
  4.74567067E+01   3.01364048E+00   1.38405362E+02   5.85457577E-02   2.25167644E+00   8.66008302E+01   2.37534632E+01   9.83133400E+00   2.49237000E-01   1.52692500E+01 
  2.95776883E+01   4.56041608E+01   1.83694855E+00   5.42589978E-02   1.18032985E-01   2.55766203E+00   5.16169425E+01   8.54256400E+00   3.58455000E-01   1.32650300E+00 
  4.85277515E+01   5.76239772E+01   1.45804693E+02   1.09204196E-03   1.74627581E+00   4.36469367E+01   2.88450861E+01   2.60053400E+00   1.35930000E-01   7.99053000E-01 
  6.24777402E+01   6.13992326E+01   1.27621080E+02   2.52701011E-01   1.95412889E+00   5.79813537E+01   4.89670584E+01   5.26620300E+00   1.95870000E-01   1.67410300E+00 
  3.50109512E+01   1.00652171E+01   9.95986352E+01   2.48150558E-03   2.06337426E+00   6.72285260E+01   5.46653588E+01   1.09425100E+01   4.80150000E-02   3.70166400E+00 
  6.65644079E+01   1.58689767E+01   1.53602233E+02   7.46393042E-02   1.90763806E+00   6.35953498E+01   8.44626631E+01   1.90211000E+01   3.84804000E-01   3.13947500E+00 
  3.74965653E+00   3.20491239E+00   3.62826455E+01   5.08698748E-03   2.03033502E+00   6.40837311E+01   2.35929704E+01   1.34843400E+00   5.87130000E-02   5.14910000E-01 
  4.48231458E+01   1.77938195E+01   1.22599257E+02   3.27695464E-02   2.06223275E+00   6.72949272E+01   3.99756844E+01   5.86017000E-01   8.03500000E-03   8.74645000E-01 
  6.80181863E+01   2.01753689E+01   9.99380734E+01   1.42015355E-01   1.93640180E+00   5.64032274E+01   4.41962548E+01   4.89359000E-01   1.46560000E-02   3.32271000E-01 
  3.95502202E+01   6.21066926E+01   4.58069679E+01   1.46062784E-03   1.99064257E+00   7.84147362E+01   8.53572457E+01   8.27931000E-01   8.32850000E-02   4.48920000E-01 
  4.99806377E+01   3.33376702E+01   1.36151750E+02   4.68312446E-02   1.78166888E+00   4.46118049E+01   5.84649777E+01   2.99884000E+00   6.19740000E-02   3.01878600E+00 
  5.21541011E+01   5.04373037E+01   4.66421690E+01   1.55212217E-03   1.80180965E+00   7.50692125E+01   9.49164915E+01   2.60650000E+00   1.81220000E-01   1.87618100E+00 
  6.32097535E+01   5.91325360E+01   6.96718666E+00   2.51730823E-03   1.22957359E+00   1.77599335E+01   7.92840631E+01   1.57558400E+00   8.65180000E-02   3.54874000E-01 
  9.84676588E+00   1.21314235E+01   1.36291475E+01   1.58900676E-02   2.25815512E+00   8.73530175E+01   2.13115521E+01   1.45406900E+00   4.17460000E-02   6.03903000E-01 
  3.29335732E+01   4.13967778E+01   3.01300897E+01   9.04462744E-02   4.02023839E-01   5.83254011E+00   3.39368763E+01   4.17040000E-01   8.59140000E-02   1.65466000E-01 
  7.46533116E+00   1.91006430E+01   1.01169477E+02   5.45979437E-03   2.32899082E+00   9.75734738E+01   3.47969279E+01   1.72557800E+00   5.83720000E-02   5.88781000E-01 
  3.25182710E+00   6.90943498E+01   1.46637830E+02   4.61210579E-02   8.94726288E-01   1.03509920E+01   7.96914998E+01   3.02602700E+00   8.95000000E-02   7.81818000E-01 
  1.34324319E+01   2.70545396E+01   1.04136701E+00   3.36950145E-01   1.68943663E+00   4.08100392E+01   4.88302334E+01   3.00895400E+01   1.09174200E+00   2.97568600E+01 
  1.57287554E+01   4.98676215E+01   1.43824996E+02   1.20859067E-02   2.08564450E+00   6.90575035E+01   7.46627064E+01   2.31765300E+01   3.73588000E-01   4.48046400E+00 
  1.37282333E+01   7.63383348E+00   1.31504689E+02   4.64379261E-02   1.20053306E+00   1.77145806E+01   8.91168394E+01   6.72267000E-01   1.38880000E-02   3.59461000E-01 
  1.53983560E+01   3.19587180E+01   9.79646340E+01   7.46766547E-03   2.15171974E+00   9.04077565E+01   7.95355123E+01   2.83885300E+00   2.10850000E-01   1.40353000E-01 
  4.22506880E+01   1.03188241E+01   6.89251709E+01   3.39776379E-01   1.47455248E+00   3.03220370E+01   2.03761666E+01   1.20198000E+00   1.00785000E-01   5.56625200E+00 
  5.48652032E+01   2.94455906E+01   1.36695805E+02   3.40545529E-01  -5.07866544E-02   9.23479942E-01   5.77291912E+01   5.78802000E-01   3.19880000E-02   1.47018000E-01 
  3.78479779E+01   2.22488992E+01   1.12561889E+02   4.68955621E-01   1.87001675E+00   5.14707381E+01   8.09412107E+01   1.36213000E+00   6.55110000E-02   9.44673000E-01 
  2.55835765E+01   4.46523748E+01   4.12640182E+01   6.89235391E-02   1.87083316E+00   4.71795456E+01   7.55968581E+01   3.52279700E+01   4.16793000E-01   5.28197300E+00 
  3.57234062E+01   1.56704908E+01   4.07799762E+01   9.31080411E-03   7.55635514E-01   1.07357630E+01   5.65516777E+01   1.12017300E+01   3.39701000E-01   5.51084700E+00 
  1.70800246E+01   1.75213131E+01   1.59714319E+02   3.22962916E-03   1.62171180E+00   3.97549157E+01   9.05709519E+01   1.40433100E+00   6.06580000E-02   1.88955500E+00 
  1.40383934E+01   1.41546016E+01   3.49064987E+01   2.76036932E-02   1.90072398E+00   8.46133269E+01   9.19079036E+01   8.13396500E+00   1.21889000E-01   6.20930800E+00 
  7.90139729E+00   6.89727330E+01   1.38057820E+02   5.46280069E-02   2.21943639E+00   8.33870774E+01   5.90394132E+01   2.37850000E+00   6.32360000E-02   5.34443000E-01 
  5.47456125E+00   1.55845795E+01   8.24881771E+01   3.12584877E-02   1.91209253E+00   5.40569064E+01   5.28080963E+01   1.99074800E+00   1.61171000E-01   4.23319000E-01 
  3.10218655E+01   5.29252518E+01   1.30737174E+02   2.47589728E-01   2.28995514E+00   9.20563729E+01   3.16778566E+01   2.10050200E+00   1.40214000E-01   4.85934700E+00 
  6.18844710E+01   5.94654992E+01   2.18134521E+01   2.78840834E-03   1.82964055E+00   4.59997530E+01   6.84981026E+01   8.60757600E+00   1.27978000E-01   9.56486400E+00 
  1.77298865E+01   6.24825314E+01   1.23718010E+01   3.16534212E-03   7.35287330E-02   1.82100943E+00   6.80873225E+01   8.38043000E-01   4.19790000E-02   7.91230000E-02 
  2.09079647E+01   4.35256487E+01   1.22530045E+02   4.69868679E-01   2.33469660E+00   9.85011865E+01   3.74321895E+01   2.87525200E+00   5.10030000E-02   3.24476000E+00 
  6.70538631E+01   6.89326292E+01   1.34477058E+02   2.28521862E-02   1.70819745E+00   4.17522722E+01   4.41511786E+01   1.42058000E+00   4.20800000E-02   2.28021000E-01 
  2.68536531E+01   3.17737320E+01   1.53809692E+01   7.22610629E-02   1.07048482E+00   1.79132032E+01   4.13897186E+01   1.78716000E+00   1.65677000E-01   1.67842000E+00 
  2.11717651E+01   3.07221224E+01   4.40043682E+01   3.92511251E-02   2.09346156E+00   8.34625918E+01   8.10123394E+01   7.88363000E-01   1.77690000E-02   7.85328000E-01 
