SZA(¦È_0)  VZA(¦È)  RAA(¦¤¦Õ)  ¦Ó_a(865)  angstrom(443/865)  f_v  RH  CHL  CDOM  MIN 
  6.41940456E+01   1.77695567E+01   3.71938356E+01   3.55595918E-02   1.80077376E+00   7.04601433E+01   8.44941794E+01   3.51233700E+00   6.17470000E-02   1.41250100E+00 
  4.85050145E+01   5.68044445E+01   1.76353735E+02   4.12451334E-02   1.64362229E+00   7.31786268E+01   9.59915415E+01   1.76358300E+00   3.00800000E-02   5.96798000E-01 
  4.14567377E+01   3.06760151E+00   1.66048024E+02   2.50321544E-01   2.11967563E+00   9.18937308E+01   2.61944993E+01   2.02753200E+00   3.24740000E-02   1.20549700E+00 
  6.71505343E+01   5.38614659E+01   1.49830772E+02   1.69343856E-01   1.80864102E+00   7.42053952E+01   8.56415998E+01   4.94259800E+00   6.09385000E-01   1.23220000E+00 
  4.33801089E+01   2.79924902E+01   2.10083470E+01   4.08573404E-01   1.93283928E+00   9.11678022E+01   8.30431687E+01   8.72474500E+00   1.13081400E+00   1.86511300E+00 
  4.74033796E+01   1.64872798E+01   1.11594345E+01   4.48068421E-01   2.03100457E+00   8.07297574E+01   4.06787084E+01   5.50758000E-01   2.05930000E-02   1.24172000E-01 
  1.10021483E+01   5.11507633E+01   1.05492251E+02   6.13379922E-02   9.44406975E-02   4.36324789E+00   4.44776632E+01   3.14908300E+00   7.85760000E-02   5.49375000E-01 
  4.65091096E+01   1.79633564E+01   1.65125376E+02   4.17728067E-01   1.75373622E+00   5.28957806E+01   6.16103603E+01   5.66051300E+00   5.82020000E-02   4.50056000E-01 
  9.23213984E+00   2.37685373E+01   1.30726869E+02   4.71257824E-03   1.65956290E+00   4.38473772E+01   7.40110784E+01   2.55656300E+00   9.11750000E-02   9.46420000E-02 
  3.56836579E+01   1.31359447E+01   1.65850781E+02   1.10296817E-03   2.01518399E+00   7.85416021E+01   3.21399009E+01   1.02970100E+00   2.75930000E-02   1.72091000E-01 
  2.20286567E+01   6.77256528E+01   1.90046538E+01   2.80916497E-03   2.31802569E-01   4.88616217E+00   8.85414980E+01   6.41214100E+00   5.00330000E-02   1.12248800E+00 
  5.73867515E+01   3.52256568E+01   2.11843536E+01   1.78052460E-01   3.69221628E-01   6.93990562E+00   7.05919818E+01   4.28567000E+00   2.26528000E-01   6.78850000E-02 
  6.55158091E+00   2.35877405E+01   9.28408390E+01   8.99331523E-02   1.90714474E+00   6.79951563E+01   5.70781543E+01   5.77902500E+00   2.45047000E-01   1.42014800E+00 
  3.40115478E+01   1.67915138E+01   1.45950643E+02   2.26595891E-02   1.40935455E+00   3.09333673E+01   7.12114777E+01   1.74354500E+00   1.34859000E-01   7.80277000E-01 
  1.83974895E+01   4.21007812E+01   3.93642677E+01   7.84934336E-02   1.63743456E+00   4.86028400E+01   8.46712577E+01   3.49034000E-01   3.46790000E-02   4.67588000E-01 
  4.23656463E+01   5.20874239E+01   8.72457868E+00   1.58835871E-01   1.61475354E+00   7.35276037E+01   9.77505461E+01   2.34685300E+00   1.54425000E-01   1.60695800E+00 
  1.34515478E+01   6.55086724E+01   5.94122441E+01   1.18147913E-02   2.04397058E+00   8.29279967E+01   5.38341768E+01   7.25379000E-01   2.83990000E-02   3.32507000E-01 
  5.10178064E+01   1.33045243E+01   7.00670261E+01   4.33637527E-03   1.96266775E+00   7.40775303E+01   5.00123058E+01   2.79153200E+01   1.75362000E-01   2.28619300E+01 
  4.92761933E+01   5.72421849E+01   4.35507607E+01   1.01254522E-01   1.78649483E-01   5.02807412E+00   3.67018078E+01   2.69197100E+01   3.80452000E-01   7.50792600E+00 
  2.93772329E+01   6.06765413E+01   2.00829622E+01   4.24945631E-03   1.03747623E+00   1.92940227E+01   6.76698732E+01   4.14710200E+00   2.33576000E-01   3.57867400E+00 
  3.22552220E+01   1.89964285E+01   3.33870372E+01   5.80907561E-03   1.86748471E+00   6.38887469E+01   2.10432044E+01   6.07836500E+01   4.31670000E-01   2.86086600E+02 
  2.67350853E+01   7.54980437E+00   1.25238352E+02   2.18685631E-03   1.38690072E+00   3.28149544E+01   5.33175348E+01   1.36855600E+01   5.06642000E-01   7.93720000E-01 
  3.21681066E+01   5.90140519E+01   1.52832743E+02   7.28921931E-03   1.89417736E+00   6.66895577E+01   5.74074522E+01   3.52552500E+00   4.34900000E-02   5.08443000E-01 
  6.68625396E+01   5.81360283E+01   1.60347530E+01   2.51496690E-01   2.05588832E+00   8.43665051E+01   6.25334178E+01   2.95947200E+00   7.78780000E-02   1.09887100E+00 
  4.11357415E+01   5.84593643E+01   6.87693404E+01   1.01263151E-03   6.19300707E-01   1.09973696E+01   6.08709562E+01   1.51574100E+01   1.46740900E+00   1.05404000E+00 
  5.34683271E+01   4.20878484E+01   4.12904838E+01   6.67853233E-03   8.82537963E-01   1.45582741E+01   7.44434306E+01   4.45275900E+00   1.55765000E-01   5.39342300E+00 
  2.94340736E+01   6.00979678E+01   3.23559964E+01   3.01358214E-02   1.01542654E+00   2.01049883E+01   2.66985754E+01   3.01367000E+00   4.44710000E-02   2.49989400E+00 
  1.30178243E+01   3.94344397E+01   1.20277527E+02   4.19383442E-03   2.05495214E+00   8.32379687E+01   2.95914897E+01   2.87443200E+00   1.31157000E-01   2.09498800E+00 
  4.53804241E+00   1.67575730E+01   1.39464694E+02   5.94837556E-03   1.75261371E+00   5.03233074E+01   7.28236920E+01   2.67661000E+00   1.84388000E-01   2.37836000E-01 
  2.19471157E+01   4.44226609E+01   1.10563305E+02   9.99090176E-03   1.79598694E+00   5.68434952E+01   6.11637882E+01   8.57297700E+00   2.91049000E-01   5.57958400E+00 
  6.96555423E+01   9.36099466E+00   5.20840650E+01   1.49903201E-02   1.88060440E+00   7.30782696E+01   8.03377812E+01   6.18483000E-01   4.28210000E-02   1.30478000E-01 
  4.07395046E+01   5.03346203E+01   3.21222324E+01   1.28666370E-01   1.91390055E+00   6.85130067E+01   5.85958739E+01   4.13755000E-01   4.51580000E-02   4.03642000E-01 
  3.37883592E+01   2.28166272E+01   1.48920230E+02   1.51826341E-01   1.31269388E+00   2.80551052E+01   6.67989718E+01   4.38044300E+00   1.96504000E-01   4.39910700E+00 
  2.85851450E+01   4.48111473E+01   1.52518588E+00   1.48732327E-01   1.54564536E+00   3.97826148E+01   6.16175640E+01   1.69241900E+00   1.31010000E-01   1.18681100E+00 
  4.27003862E+01   6.08916463E+01   1.25084653E+02   2.13754688E-01   2.10655671E+00   9.13162892E+01   4.40301111E+01   1.22941400E+01   3.81086000E-01   9.91928200E+00 
  1.10508077E+01   3.09714954E+01   1.57903669E+02   3.56648990E-01   1.88550887E+00   7.38354091E+01   8.03657493E+01   1.40893900E+00   5.91190000E-02   9.98098000E-01 
  6.03540807E+01   9.64588320E+00   2.16646598E+01   9.61649852E-03   1.22800754E+00   2.69820879E+01   4.98686574E+01   4.38357500E+00   2.31779000E-01   2.47709600E+00 
  5.92821533E+00   6.55038932E+01   6.79738202E+01   1.44595229E-03   1.70547544E+00   7.08587341E+01   9.15062864E+01   1.32676900E+01   8.63922000E-01   9.76023400E+00 
  3.89857777E+01   4.87358539E+01   5.63941343E+00   4.25330037E-03   2.08910752E+00   9.26117061E+01   7.28057360E+01   1.80898200E+01   2.07445000E-01   1.53440600E+00 
  2.52495638E+01   4.83031331E+01   7.67482457E+01   7.80520933E-02   1.43599547E+00   4.05907581E+01   9.67841297E+01   9.45142700E+00   5.21062000E-01   3.44917100E+00 
  5.72359175E+01   2.68771145E+01   1.30266667E+02   1.64638436E-02   1.81240276E+00   5.98613087E+01   4.74711990E+01   3.11128000E+00   9.07680000E-02   1.88369300E+00 
  6.66943663E+01   3.90678518E+00   1.01154409E+02   3.04358025E-01   1.47289770E+00   3.33474534E+01   7.78749617E+01   2.09875500E+00   4.14680000E-02   6.06369000E-01 
  6.57826848E+01   6.68952185E+01   6.84784978E+01   8.24235450E-03   3.35917265E-01   7.14377078E+00   3.95300752E+01   2.25098700E+00   8.14350000E-02   4.62479000E-01 
  2.00922161E+01   3.85180109E+01   1.46411946E+02   2.50815412E-02   1.72462161E+00   5.23226965E+01   4.92642597E+01   4.43952900E+00   1.98099000E-01   3.09094000E-01 
  5.66789985E+01   2.05292047E+01   3.02791286E+01   8.23218608E-02   2.07599735E+00   8.70193138E+01   4.35565275E+01   1.46665600E+00   1.30736000E-01   1.86958700E+00 
  1.61163531E+01   1.05339652E+01   9.40164545E+01   8.65342286E-03   1.30306204E+00   2.89942198E+01   9.96770457E+01   1.45351100E+01   1.26634000E-01   1.01478400E+01 
  4.09940490E+01   1.87560597E+00   6.57522931E+01   5.35138807E-02   1.76463204E+00   7.12916547E+01   8.75536971E+01   9.83133400E+00   2.49237000E-01   1.52692500E+01 
  7.61959406E+00   2.63190157E+01   1.58122928E+02   1.16980788E-02   6.79885762E-01   1.04276988E+01   8.70717565E+01   2.60053400E+00   1.35930000E-01   7.99053000E-01 
  3.65063767E+01   5.18389069E+00   1.27504111E+01   1.31118430E-01   1.08363481E+00   2.06032952E+01   6.69077947E+01   4.01837900E+00   2.16847000E-01   3.30690900E+00 
  5.40159574E+01   3.33608728E+01   1.04592256E+02   2.64038276E-03   2.05997611E+00   8.48615717E+01   4.41723868E+01   5.02727000E-01   3.01980000E-02   9.08391000E-01 
  5.86975506E+01   5.31294362E+01   1.11494820E+02   2.27885802E-01   1.40504402E+00   3.33864418E+01   8.78134212E+01   5.26620300E+00   1.95870000E-01   1.67410300E+00 
